amplitude,gamma_phi_ref_s_inv,lambda_coh_m,background,temp_exponent,T_ref_K,sigma_amplitude,sigma_gamma_phi_ref_s_inv,sigma_lambda_coh_m,sigma_background,sigma_temp_exponent,amplitude_sigma,gamma_sigma,lambda_sigma
-0.9723020173347914,1313534349103.8484,3.726040211942594e-09,0.002971477533956211,1.0,80.0,0.0006912505265276875,4.369665528281944e-22,1.7865445737372476e-11,8.856148855400953e-05,0.0,1406.5841254673485,3.006029501805602e+33,208.56127894688586
