n_rows,n_active_rows,n_null_rows,n_methods,n_lengths,n_temperatures,n_times,r2,rmse,weighted_rmse,signflip_pair_count,signflip_corr,signflip_error_ratio,null_ratio,decay_ratio_time_window,length_response_ratio_window,pass_amplitude,pass_signflip,pass_decoherence,pass_null,pass_length_attenuation,pass_fit_quality,score_0_100,status,data_kind
510,340,170,1,5,2,17,0.9975371255033153,0.009489397825180232,4.744698912590115,170,0.9998713383295939,0.007764587429176004,0.010418068325882686,0.019436490087385898,0.3239383673086383,True,True,True,True,True,True,100.0,SYNTHETIC-DEMO-PASS,synthetic
