figure_id,source_file,field_mT,channel,channel_type,chirality_class,signal_raw,signal_bc
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.2857231,(en 1)-1,enantiomer_1,1,-0.005849833,-0.005984656674087818
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.3360657,(en 1)-1,enantiomer_1,1,-0.005030486,-0.005164398164445075
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.3864082,(en 1)-1,enantiomer_1,1,-0.000541468,-0.0006744686566129466
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.4367507,(en 1)-1,enantiomer_1,1,-0.003177032,-0.003309121148780817
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.4870933,(en 1)-1,enantiomer_1,1,-0.004430846,-0.004562023639138073
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.5374358,(en 1)-1,enantiomer_1,1,-0.003984605,-0.0041148711313059435
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.5877783,(en 1)-1,enantiomer_1,1,-0.001993963,-0.002123317623473815
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.6381209,(en 1)-1,enantiomer_1,1,-0.002917831,-0.003046274113831073
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.6884634,(en 1)-1,enantiomer_1,1,-0.004977361,-0.005104892605998943
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.7388059,(en 1)-1,enantiomer_1,1,-0.003871646,-0.0039982660981668135
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.7891485,(en 1)-1,enantiomer_1,1,-0.005442978,-0.005568686588524071
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.839491,(en 1)-1,enantiomer_1,1,-0.007410856,-0.007535653080691942
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.8898335,(en 1)-1,enantiomer_1,1,-0.001201424,-0.0013253095728598114
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.940176,(en 1)-1,enantiomer_1,1,-0.002466188,-0.0025891620650276815
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,343.9905186,(en 1)-1,enantiomer_1,1,-0.007320664,-0.0074427265553849405
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.0408611,(en 1)-1,enantiomer_1,1,-0.006452268,-0.00657341904755281
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.0912036,(en 1)-1,enantiomer_1,1,-0.007589973,-0.007710212539720681
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.1415462,(en 1)-1,enantiomer_1,1,-0.005091143,-0.005210471030077938
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.1918887,(en 1)-1,enantiomer_1,1,-0.00947806,-0.009596476522245809
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.2422312,(en 1)-1,enantiomer_1,1,-0.007353308,-0.007470813014413679
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.2925738,(en 1)-1,enantiomer_1,1,-0.013584883,-0.013701476504770937
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.3429163,(en 1)-1,enantiomer_1,1,-0.013257948,-0.013373629996938807
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.3932588,(en 1)-1,enantiomer_1,1,-0.012363063,-0.012477833489106678
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.4436014,(en 1)-1,enantiomer_1,1,-0.013454753,-0.013568611979463935
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.4939439,(en 1)-1,enantiomer_1,1,-0.019403197,-0.019516144471631806
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.5442864,(en 1)-1,enantiomer_1,1,-0.018935955,-0.019047990963799676
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.594629,(en 1)-1,enantiomer_1,1,-0.023213135,-0.023324259454156934
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.6449715,(en 1)-1,enantiomer_1,1,-0.034422326,-0.034532538946324805
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.695314,(en 1)-1,enantiomer_1,1,-0.03688368,-0.036992981438492674
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.7456566,(en 1)-1,enantiomer_1,1,-0.047724621,-0.04783301092884993
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.7959991,(en 1)-1,enantiomer_1,1,-0.057988766,-0.058096244421017795
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.8463416,(en 1)-1,enantiomer_1,1,-0.066743456,-0.06685002291318567
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.8966842,(en 1)-1,enantiomer_1,1,-0.070536687,-0.07064234240354293
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.9470267,(en 1)-1,enantiomer_1,1,-0.104968748,-0.1050734918957108
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,344.9973692,(en 1)-1,enantiomer_1,1,-0.150048003,-0.15015183538787868
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.0477117,(en 1)-1,enantiomer_1,1,-0.211077831,-0.21118075188004654
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.0980543,(en 1)-1,enantiomer_1,1,-0.283781583,-0.2838835923704038
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.1483968,(en 1)-1,enantiomer_1,1,-0.303736666,-0.30383776386257166
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.1987393,(en 1)-1,enantiomer_1,1,-0.438431927,-0.4385321133547395
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.2490819,(en 1)-1,enantiomer_1,1,-0.518590268,-0.5186895428450967
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.2994244,(en 1)-1,enantiomer_1,1,-0.602235566,-0.6023339293372647
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.3497669,(en 1)-1,enantiomer_1,1,-0.714289711,-0.7143871628294326
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.4001095,(en 1)-1,enantiomer_1,1,-0.947959795,-0.9480563353197898
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.450452,(en 1)-1,enantiomer_1,1,-0.896624521,-0.8967201498119577
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.5007945,(en 1)-1,enantiomer_1,1,-0.981346481,-0.9814411983041256
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.5511371,(en 1)-1,enantiomer_1,1,-1.100987031,-1.1010808367944829
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.6014796,(en 1)-1,enantiomer_1,1,-1.007077869,-1.0071707632866507
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.6518221,(en 1)-1,enantiomer_1,1,-0.872255023,-0.8723470057788185
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.7021647,(en 1)-1,enantiomer_1,1,-0.679968097,-0.6800591682691759
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.7525072,(en 1)-1,enantiomer_1,1,-0.474258818,-0.4743489777613437
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.8028497,(en 1)-1,enantiomer_1,1,-0.170789592,-0.17087884025351152
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.8531923,(en 1)-1,enantiomer_1,1,0.060230464,0.06014212725613121
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.9035348,(en 1)-1,enantiomer_1,1,0.307575689,0.3074882637639633
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,345.9538773,(en 1)-1,enantiomer_1,1,0.582857472,0.5827709582717955
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.0042198,(en 1)-1,enantiomer_1,1,0.738136931,0.7380513287796276
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.0545624,(en 1)-1,enantiomer_1,1,0.73881902,0.7387343292892703
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.1049049,(en 1)-1,enantiomer_1,1,0.838924665,0.8388408857971025
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.1552474,(en 1)-1,enantiomer_1,1,1.0,0.9999171323049346
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.20559,(en 1)-1,enantiomer_1,1,0.988343954,0.9882619978145774
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.2559325,(en 1)-1,enantiomer_1,1,0.848892088,0.8488110433224095
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.306275,(en 1)-1,enantiomer_1,1,0.844259142,0.8441790088302416
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.3566176,(en 1)-1,enantiomer_1,1,0.617506281,0.6174270593398844
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.4069601,(en 1)-1,enantiomer_1,1,0.469676791,0.46959848084771644
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.4573026,(en 1)-1,enantiomer_1,1,0.427898278,0.42782087935554863
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.5076452,(en 1)-1,enantiomer_1,1,0.352169847,0.3520933598651913
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.5579877,(en 1)-1,enantiomer_1,1,0.275599389,0.27552381337302345
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.6083302,(en 1)-1,enantiomer_1,1,0.187942093,0.1878674288808556
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.6586728,(en 1)-1,enantiomer_1,1,0.13229349,0.13221973739049836
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.7090153,(en 1)-1,enantiomer_1,1,0.095928099,0.09585525789833048
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.7593578,(en 1)-1,enantiomer_1,1,0.072822832,0.07275090240616261
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.8097004,(en 1)-1,enantiomer_1,1,0.050633862,0.05056284391580535
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.8600429,(en 1)-1,enantiomer_1,1,0.034549455,0.03447934842363748
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.9103854,(en 1)-1,enantiomer_1,1,0.027275219,0.02720602393146961
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,346.9607279,(en 1)-1,enantiomer_1,1,0.025778752,0.025710468439301738
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.0110705,(en 1)-1,enantiomer_1,1,0.01656411,0.016496737948944483
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.061413,(en 1)-1,enantiomer_1,1,0.008654285,0.00858782445677661
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.1117555,(en 1)-1,enantiomer_1,1,0.014031364,0.01396581496460874
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.1620981,(en 1)-1,enantiomer_1,1,0.006182231,0.006117593474251482
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.2124406,(en 1)-1,enantiomer_1,1,0.006706638,0.006642911982083612
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.2627831,(en 1)-1,enantiomer_1,1,0.003041726,0.0029789114899157407
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.3131257,(en 1)-1,enantiomer_1,1,0.005024759,0.004962855999558484
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.3634682,(en 1)-1,enantiomer_1,1,0.004532287,0.004471295507390614
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.4138107,(en 1)-1,enantiomer_1,1,0.004797544,0.0047374640152227435
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.4641533,(en 1)-1,enantiomer_1,1,0.002988872,0.0029297035248654867
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.5144958,(en 1)-1,enantiomer_1,1,0.003281068,0.0032228110326976154
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.5648383,(en 1)-1,enantiomer_1,1,0.000666786,0.0006094405405297454
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.6151809,(en 1)-1,enantiomer_1,1,-0.002299238,-0.0023556719498275124
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.6655234,(en 1)-1,enantiomer_1,1,-0.002354995,-0.0024105174419953835
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.7158659,(en 1)-1,enantiomer_1,1,0.002273409,0.0022187980658367463
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.7662085,(en 1)-1,enantiomer_1,1,5.87037e-05,5.004275479489306e-06
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.816551,(en 1)-1,enantiomer_1,1,-0.001904725,-0.001957512916688381
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.8668935,(en 1)-1,enantiomer_1,1,0.000938377,0.000886500591143748
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.917236,(en 1)-1,enantiomer_1,1,-0.003266132,-0.0033170969010241223
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,347.9675786,(en 1)-1,enantiomer_1,1,0.001971615,0.0019215616086186208
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.0179211,(en 1)-1,enantiomer_1,1,0.003087796,0.0030386541164507505
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.0682636,(en 1)-1,enantiomer_1,1,-0.001747296,-0.0017955263757171204
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.1186062,(en 1)-1,enantiomer_1,1,0.001528433,0.0014811141339256218
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.1689487,(en 1)-1,enantiomer_1,1,0.003015499,0.0029690916417577516
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.2192912,(en 1)-1,enantiomer_1,1,0.00145182,0.0014063241495898813
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.2696338,(en 1)-1,enantiomer_1,1,6.00791e-05,1.5494759232623586e-05
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.3199763,(en 1)-1,enantiomer_1,1,3.58612e-05,-7.811632935246623e-06
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.3703188,(en 1)-1,enantiomer_1,1,-0.001004269,-0.0010470303251031167
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.4206614,(en 1)-1,enantiomer_1,1,-0.000438789,-0.00048063881546037547
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.4710039,(en 1)-1,enantiomer_1,1,-0.001643913,-0.001684851307628245
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.5213464,(en 1)-1,enantiomer_1,1,-0.001593836,-0.001633862799796115
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.571689,(en 1)-1,enantiomer_1,1,0.003139877,0.0031007617098466273
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.6220315,(en 1)-1,enantiomer_1,1,0.001491038,0.0014528342176787562
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.672374,(en 1)-1,enantiomer_1,1,-0.00375104,-0.0037883322744891143
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.7227166,(en 1)-1,enantiomer_1,1,-0.002850268,-0.002886648764846371
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.7730591,(en 1)-1,enantiomer_1,1,-0.000624873,-0.0006603422570142412
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.8234016,(en 1)-1,enantiomer_1,1,0.004199966,0.004165408250817889
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.8737441,(en 1)-1,enantiomer_1,1,0.003529874,0.0034962277586500176
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.9240867,(en 1)-1,enantiomer_1,1,-0.003015056,-0.0030477907317072402
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,348.9744292,(en 1)-1,enantiomer_1,1,-0.00104532,-0.0010771432238751105
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,349.0247717,(en 1)-1,enantiomer_1,1,0.001033603,0.0010026912839570183
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,349.0751143,(en 1)-1,enantiomer_1,1,0.002941097,0.0029110967935997616
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,349.1254568,(en 1)-1,enantiomer_1,1,0.002826069,0.0027969803014318913
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,349.1757993,(en 1)-1,enantiomer_1,1,0.002987818,0.002959640809264021
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,349.2261419,(en 1)-1,enantiomer_1,1,0.00295965,0.002932384318906763
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,349.2764844,(en 1)-1,enantiomer_1,1,0.000479334,0.000452979826738893
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,349.3268269,(en 1)-1,enantiomer_1,1,0.000397739,0.0003722963345710228
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,349.3771695,(en 1)-1,enantiomer_1,1,-0.000762763,-0.000787294155786235
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,349.427512,(en 1)-1,enantiomer_1,1,-0.003026041,-0.003049660647954106
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,349.4778545,(en 1)-1,enantiomer_1,1,-0.000688706,-0.0007114141401219763
Fig2a,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,349.5281971,(en 1)-1,enantiomer_1,1,0.000603075,0.0005812783695207668
