source_family,folder,folder_name,ideal_id_inferred,fseries_count,txt_count,coordinate_txt,component_count_in_coordinate_txt,is_link_candidate,file_examples
ideal.txt,ideal.txt,10:1:4,10:1:4,,,,1,NO,Conway=6 1 3
ideal.txt,ideal.txt,10:1:40,10:1:40,,,,1,NO,Conway=2 2 2 1 1 2
ideal.txt,ideal.txt,10:1:41,10:1:41,,,,1,NO,Conway=2 2 1 2 1 2
ideal.txt,ideal.txt,10:1:42,10:1:42,,,,1,NO,Conway=2 2 1 1 1 1 2
ideal.txt,ideal.txt,10:1:43,10:1:43,,,,1,NO,Conway=2 1 2 2 1 2
ideal.txt,ideal.txt,10:1:44,10:1:44,,,,1,NO,Conway=2 1 2 1 1 1 2
ideal.txt,ideal.txt,10:1:45,10:1:45,,,,1,NO,Conway=2 1 1 1 1 1 1 2
ideal.txt,ideal.txt,10:1:46,10:1:46,,,,1,NO,"Conway=5,3,2"
ideal.txt,ideal.txt,10:1:47,10:1:47,,,,1,NO,"Conway=5,2 1,2"
ideal.txt,ideal.txt,10:1:48,10:1:48,,,,1,NO,"Conway=4 1,3,2"
ideal.txt,ideal.txt,10:1:49,10:1:49,,,,1,NO,"Conway=4 1,2 1,2"
ideal.txt,ideal.txt,10:1:5,10:1:5,,,,1,NO,Conway=6 1 1 2
ideal.txt,ideal.txt,10:1:50,10:1:50,,,,1,NO,"Conway=3 2,3,2"
ideal.txt,ideal.txt,10:1:51,10:1:51,,,,1,NO,"Conway=3 2,2 1,2"
ideal.txt,ideal.txt,10:1:52,10:1:52,,,,1,NO,"Conway=3 1 1,3,2"
ideal.txt,ideal.txt,10:1:53,10:1:53,,,,1,NO,"Conway=3 1 1,2 1,2"
ideal.txt,ideal.txt,10:1:54,10:1:54,,,,1,NO,"Conway=2 3,3,2"
ideal.txt,ideal.txt,10:1:55,10:1:55,,,,1,NO,"Conway=2 3,2 1,2"
ideal.txt,ideal.txt,10:1:56,10:1:56,,,,1,NO,"Conway=2 2 1,3,2"
ideal.txt,ideal.txt,10:1:57,10:1:57,,,,1,NO,"Conway=2 2 1,2 1,2"
ideal.txt,ideal.txt,10:1:58,10:1:58,,,,1,NO,"Conway=2 2,2 2,2"
ideal.txt,ideal.txt,10:1:59,10:1:59,,,,1,NO,"Conway=2 2,2 1 1,2"
ideal.txt,ideal.txt,10:1:6,10:1:6,,,,1,NO,Conway=5 3 2
ideal.txt,ideal.txt,10:1:60,10:1:60,,,,1,NO,"Conway=2 1 1,2 1 1,2"
ideal.txt,ideal.txt,10:1:61,10:1:61,,,,1,NO,"Conway=4,3,3"
ideal.txt,ideal.txt,10:1:62,10:1:62,,,,1,NO,"Conway=4,3,2 1"
ideal.txt,ideal.txt,10:1:63,10:1:63,,,,1,NO,"Conway=4,2 1,2 1"
ideal.txt,ideal.txt,10:1:64,10:1:64,,,,1,NO,"Conway=3 1,3,3"
ideal.txt,ideal.txt,10:1:65,10:1:65,,,,1,NO,"Conway=3 1,3,2 1"
ideal.txt,ideal.txt,10:1:66,10:1:66,,,,1,NO,"Conway=3 1,2 1,2 1"
ideal.txt,ideal.txt,10:1:67,10:1:67,,,,1,NO,"Conway=2 2,3,2 1"
ideal.txt,ideal.txt,10:1:68,10:1:68,,,,1,NO,"Conway=2 1 1,3,3"
ideal.txt,ideal.txt,10:1:69,10:1:69,,,,1,NO,"Conway=2 1 1,2 1,2 1"
ideal.txt,ideal.txt,10:1:7,10:1:7,,,,1,NO,Conway=5 2 1 2
ideal.txt,ideal.txt,10:1:70,10:1:70,,,,1,NO,"Conway=2 2,3,2+"
ideal.txt,ideal.txt,10:1:71,10:1:71,,,,1,NO,"Conway=2 2,2 1,2+"
ideal.txt,ideal.txt,10:1:72,10:1:72,,,,1,NO,"Conway=2 1 1,3,2+"
ideal.txt,ideal.txt,10:1:73,10:1:73,,,,1,NO,"Conway=2 1 1,2 1,2+"
ideal.txt,ideal.txt,10:1:74,10:1:74,,,,1,NO,"Conway=3,3,2 1+"
ideal.txt,ideal.txt,10:1:75,10:1:75,,,,1,NO,"Conway=2 1,2 1,2 1+"
ideal.txt,ideal.txt,10:1:76,10:1:76,,,,1,NO,"Conway=3,3,2++"
ideal.txt,ideal.txt,10:1:77,10:1:77,,,,1,NO,"Conway=3,2 1,2++"
ideal.txt,ideal.txt,10:1:78,10:1:78,,,,1,NO,"Conway=2 1,2 1,2++"
ideal.txt,ideal.txt,10:1:79,10:1:79,,,,1,NO,"Conway=(3,2)(3,2)"
ideal.txt,ideal.txt,10:1:8,10:1:8,,,,1,NO,Conway=5 1 4
ideal.txt,ideal.txt,10:1:80,10:1:80,,,,1,NO,"Conway=(3,2)(2 1,2)"
ideal.txt,ideal.txt,10:1:81,10:1:81,,,,1,NO,"Conway=(2 1,2)(2 1,2)"
ideal.txt,ideal.txt,10:1:82,10:1:82,,,,1,NO,Conway=.4.2
ideal.txt,ideal.txt,10:1:83,10:1:83,,,,1,NO,Conway=.3 1.2
ideal.txt,ideal.txt,10:1:84,10:1:84,,,,1,NO,Conway=.2 2.2
ideal.txt,ideal.txt,10:1:85,10:1:85,,,,1,NO,Conway=.4.2 0
ideal.txt,ideal.txt,10:1:86,10:1:86,,,,1,NO,Conway=.3 1.2 0
ideal.txt,ideal.txt,10:1:87,10:1:87,,,,1,NO,Conway=.2 2.2 0
ideal.txt,ideal.txt,10:1:88,10:1:88,,,,1,NO,Conway=.2 1.2 1
ideal.txt,ideal.txt,10:1:89,10:1:89,,,,1,NO,Conway=.2 1.2 1 0
ideal.txt,ideal.txt,10:1:9,10:1:9,,,,1,NO,Conway=5 1 1 3
ideal.txt,ideal.txt,10:1:90,10:1:90,,,,1,NO,Conway=.3.2.2
ideal.txt,ideal.txt,10:1:91,10:1:91,,,,1,NO,Conway=.3.2.2 0
ideal.txt,ideal.txt,10:1:92,10:1:92,,,,1,NO,Conway=.2 1.2.2 0
ideal.txt,ideal.txt,10:1:93,10:1:93,,,,1,NO,Conway=.3.2 0.2
ideal.txt,ideal.txt,10:1:94,10:1:94,,,,1,NO,Conway=.3 0.2.2
ideal.txt,ideal.txt,10:1:95,10:1:95,,,,1,NO,Conway=.2 1 0.2.2
ideal.txt,ideal.txt,10:1:96,10:1:96,,,,1,NO,Conway=.2.2 1.2
ideal.txt,ideal.txt,10:1:97,10:1:97,,,,1,NO,Conway=.2.2 1 0.2
ideal.txt,ideal.txt,10:1:98,10:1:98,,,,1,NO,Conway=.2.2.2.2 0
ideal.txt,ideal.txt,10:1:99,10:1:99,,,,1,NO,Conway=.2.2.2 0.2 0
ideal.txt,ideal.txt,2:2:1,2:2:1,,,,2,YES,Conway=2
ideal.txt,ideal.txt,3:1:1,3:1:1,,,,1,NO,Conway=3
ideal.txt,ideal.txt,4:1:1,4:1:1,,,,1,NO,Conway=2 2
ideal.txt,ideal.txt,5:1:1,5:1:1,,,,1,NO,Conway=5
ideal.txt,ideal.txt,5:1:2,5:1:2,,,,1,NO,Conway=3 2
ideal.txt,ideal.txt,6:1:1,6:1:1,,,,1,NO,Conway=4 2
ideal.txt,ideal.txt,6:1:2,6:1:2,,,,1,NO,Conway=3 1 2
ideal.txt,ideal.txt,6:1:3,6:1:3,,,,1,NO,Conway=2 1 1 2
ideal.txt,ideal.txt,6:2:3,6:2:3,,,,3,YES,Conway=6
ideal.txt,ideal.txt,7:1:1,7:1:1,,,,1,NO,Conway=7
ideal.txt,ideal.txt,7:1:2,7:1:2,,,,1,NO,Conway=5 2
ideal.txt,ideal.txt,7:1:3,7:1:3,,,,1,NO,Conway=4 3
ideal.txt,ideal.txt,7:1:4,7:1:4,,,,1,NO,Conway=3 1 3
ideal.txt,ideal.txt,7:1:5,7:1:5,,,,1,NO,Conway=3 2 2
ideal.txt,ideal.txt,7:1:6,7:1:6,,,,1,NO,Conway=2 2 1 2
ideal.txt,ideal.txt,7:1:7,7:1:7,,,,1,NO,Conway=2 1 1 1 2
ideal.txt,ideal.txt,8:1:1,8:1:1,,,,1,NO,Conway=6 2
ideal.txt,ideal.txt,8:1:10,8:1:10,,,,1,NO,"Conway=3,2 1,2"
ideal.txt,ideal.txt,8:1:11,8:1:11,,,,1,NO,Conway=3 2 1 2
ideal.txt,ideal.txt,8:1:12,8:1:12,,,,1,NO,Conway=2 2 2 2
ideal.txt,ideal.txt,8:1:13,8:1:13,,,,1,NO,Conway=3 1 1 1 2
ideal.txt,ideal.txt,8:1:14,8:1:14,,,,1,NO,Conway=2 2 1 1 2
ideal.txt,ideal.txt,8:1:15,8:1:15,,,,1,NO,"Conway=2 1,2 1,2"
ideal.txt,ideal.txt,8:1:16,8:1:16,,,,1,NO,Conway=.2.2 0
ideal.txt,ideal.txt,8:1:17,8:1:17,,,,1,NO,Conway=.2.2
ideal.txt,ideal.txt,8:1:18,8:1:18,,,,1,NO,Conway=8*
ideal.txt,ideal.txt,8:1:19,8:1:19,,,,1,NO,"Conway=3,3,2-"
ideal.txt,ideal.txt,8:1:2,8:1:2,,,,1,NO,Conway=5 1 2
ideal.txt,ideal.txt,8:1:20,8:1:20,,,,1,NO,"Conway=3,2 1,2-"
ideal.txt,ideal.txt,8:1:21,8:1:21,,,,1,NO,"Conway=2 1,2 1,2-"
ideal.txt,ideal.txt,8:1:3,8:1:3,,,,1,NO,Conway=4 4
ideal.txt,ideal.txt,8:1:4,8:1:4,,,,1,NO,Conway=4 1 3
ideal.txt,ideal.txt,8:1:5,8:1:5,,,,1,NO,"Conway=3,3,2"
ideal.txt,ideal.txt,8:1:6,8:1:6,,,,1,NO,Conway=3 3 2
ideal.txt,ideal.txt,8:1:7,8:1:7,,,,1,NO,Conway=4 1 1 2
ideal.txt,ideal.txt,8:1:8,8:1:8,,,,1,NO,Conway=2 3 1 2
ideal.txt,ideal.txt,8:1:9,8:1:9,,,,1,NO,Conway=3 1 1 3
ideal.txt,ideal.txt,9:1:1,9:1:1,,,,1,NO,Conway=9
ideal.txt,ideal.txt,9:1:10,9:1:10,,,,1,NO,Conway=3 3 3
ideal.txt,ideal.txt,9:1:11,9:1:11,,,,1,NO,Conway=4 1 2 2
ideal.txt,ideal.txt,9:1:12,9:1:12,,,,1,NO,Conway=4 2 1 2
ideal.txt,ideal.txt,9:1:13,9:1:13,,,,1,NO,Conway=3 2 1 3
ideal.txt,ideal.txt,9:1:14,9:1:14,,,,1,NO,Conway=4 1 1 1 2
ideal.txt,ideal.txt,9:1:15,9:1:15,,,,1,NO,Conway=2 3 2 2
ideal.txt,ideal.txt,9:1:16,9:1:16,,,,1,NO,"Conway=3,3,2+"
ideal.txt,ideal.txt,9:1:17,9:1:17,,,,1,NO,Conway=2 1 3 1 2
ideal.txt,ideal.txt,9:1:18,9:1:18,,,,1,NO,Conway=3 2 2 2
ideal.txt,ideal.txt,9:1:19,9:1:19,,,,1,NO,Conway=2 3 1 1 2
ideal.txt,ideal.txt,9:1:2,9:1:2,,,,1,NO,Conway=7 2
ideal.txt,ideal.txt,9:1:20,9:1:20,,,,1,NO,Conway=3 1 2 1 2
ideal.txt,ideal.txt,9:1:21,9:1:21,,,,1,NO,Conway=3 1 1 2 2
ideal.txt,ideal.txt,9:1:22,9:1:22,,,,1,NO,"Conway=2 1 1,3,2"
ideal.txt,ideal.txt,9:1:23,9:1:23,,,,1,NO,Conway=2 2 1 2 2
ideal.txt,ideal.txt,9:1:24,9:1:24,,,,1,NO,"Conway=3,2 1,2+"
ideal.txt,ideal.txt,9:1:25,9:1:25,,,,1,NO,"Conway=2 2,2 1,2"
ideal.txt,ideal.txt,9:1:26,9:1:26,,,,1,NO,Conway=3 1 1 1 1 2
ideal.txt,ideal.txt,9:1:27,9:1:27,,,,1,NO,Conway=2 1 2 1 1 2
ideal.txt,ideal.txt,9:1:28,9:1:28,,,,1,NO,"Conway=2 1,2 1,2+"
ideal.txt,ideal.txt,9:1:29,9:1:29,,,,1,NO,Conway=.2.2 0.2
ideal.txt,ideal.txt,9:1:3,9:1:3,,,,1,NO,Conway=6 3
ideal.txt,ideal.txt,9:1:30,9:1:30,,,,1,NO,"Conway=2 1 1,2 1,2"
ideal.txt,ideal.txt,9:1:31,9:1:31,,,,1,NO,Conway=2 1 1 1 1 1 2
ideal.txt,ideal.txt,9:1:32,9:1:32,,,,1,NO,Conway=.2 1.2 0
ideal.txt,ideal.txt,9:1:33,9:1:33,,,,1,NO,Conway=.2 1.2
ideal.txt,ideal.txt,9:1:34,9:1:34,,,,1,NO,Conway=8*2 0
ideal.txt,ideal.txt,9:1:35,9:1:35,,,,1,NO,"Conway=3,3,3"
ideal.txt,ideal.txt,9:1:36,9:1:36,,,,1,NO,"Conway=2 2,3,2"
ideal.txt,ideal.txt,9:1:37,9:1:37,,,,1,NO,"Conway=3,2 1,2 1"
ideal.txt,ideal.txt,9:1:38,9:1:38,,,,1,NO,Conway=.2.2.2
ideal.txt,ideal.txt,9:1:39,9:1:39,,,,1,NO,Conway=2:2:2 0
ideal.txt,ideal.txt,9:1:4,9:1:4,,,,1,NO,Conway=5 4
ideal.txt,ideal.txt,9:1:40,9:1:40,,,,1,NO,Conway=9*
ideal.txt,ideal.txt,9:1:41,9:1:41,,,,1,NO,Conway=2 0:2 0:2 0
ideal.txt,ideal.txt,9:1:42,9:1:42,,,,1,NO,"Conway=2 2,3,2-"
ideal.txt,ideal.txt,9:1:43,9:1:43,,,,1,NO,"Conway=2 1 1,3,2-"
ideal.txt,ideal.txt,9:1:44,9:1:44,,,,1,NO,"Conway=2 2,2 1,2-"
ideal.txt,ideal.txt,9:1:45,9:1:45,,,,1,NO,"Conway=2 1 1,2 1,2-"
ideal.txt,ideal.txt,9:1:46,9:1:46,,,,1,NO,"Conway=3,3,2 1-"
ideal.txt,ideal.txt,9:1:47,9:1:47,,,,1,NO,Conway=8*-2 0
ideal.txt,ideal.txt,9:1:48,9:1:48,,,,1,NO,"Conway=2 1,2 1,2 1-"
ideal.txt,ideal.txt,9:1:49,9:1:49,,,,1,NO,Conway=-2 0:-2 0:-2 0
ideal.txt,ideal.txt,9:1:5,9:1:5,,,,1,NO,Conway=5 1 3
ideal.txt,ideal.txt,9:1:6,9:1:6,,,,1,NO,Conway=5 2 2
ideal.txt,ideal.txt,9:1:7,9:1:7,,,,1,NO,Conway=3 4 2
ideal.txt,ideal.txt,9:1:8,9:1:8,,,,1,NO,Conway=2 4 1 2
ideal.txt,ideal.txt,9:1:9,9:1:9,,,,1,NO,Conway=4 2 3
ideal.txt,ideal.txt,K11a247,K11a247,,,,1,NO,Conway=9 2
ideal.txt,ideal.txt,K11a367,K11a367,,,,1,NO,Conway=11
ideal.txt,ideal.txt,L2a1,L2a1,,,,2,YES,Conway=2
ideal.txt,ideal.txt,L4a1,L4a1,,,,2,YES,Conway=4
ideal.txt,ideal.txt,L5a1,L5a1,,,,2,YES,Conway=2 1 2
ideal.txt,ideal.txt,L6a1,L6a1,,,,2,YES,Conway=2 2 2
ideal.txt,ideal.txt,L6a4,L6a4,,,,3,YES,Conway=.1
ideal.txt,ideal.txt,L6n1,L6n1,,,,3,YES,"Conway=2,2,2-"
ideal.txt,ideal.txt,L8a1,L8a1,,,,2,YES,Conway=.2 1
