lam,p,rt_ratio,xi,A_K,chi_eff,chi_ratio,a_ratio,contact_ratio
0.0,2,2.4,1.0,0.08357726170735474,0.16289741897082363,1.0235146694549562,1.0235146669722885,0.2568401703411915
0.0,3,2.4,1.0,0.08357726170735474,0.16289741897082363,1.0235146694549562,1.0235146669722885,0.2568401703411915
0.01,2,2.4,1.0,0.08357726170735474,0.15867591254644076,0.9969901623151095,0.9969901598967803,0.25018412608963014
0.01,3,2.4,1.0,0.08357726170735474,0.16289741897082363,1.0235146694549562,1.0235146669722885,0.2568401703411915
0.05,2,2.4,1.0,0.08357726170735474,0.1505582671185143,0.9459854918334685,0.945985489538858,0.2373850440191435
0.05,3,2.4,1.0,0.08357726170735474,0.15456380697446911,0.971153041003726,0.9711530386480681,0.243700574034362
