N,rt_ratio,xi,A_K,A_ratio,plateau_relstd,a_star,chi_eff,chi_ratio,a_ratio,contact_ratio
2000,2.0,1.0,0.08342856130980848,1.0483942212418398,0.105115678066704,1.4152699533863845e-15,0.15986655660513077,1.0044711995707514,1.004471197134276,0.2928727344354616
4000,2.0,1.0,0.0810450463374858,1.018442088734759,0.11889060752045147,1.4003149615423378e-15,0.15817726542471325,0.9938570700464038,0.9938570676356745,0.2852829019030792
8000,2.0,1.0,0.07940178603891182,0.9977922708070158,0.06388057894692237,1.3640256290061964e-15,0.15407808235354717,0.9681011432022139,0.9681011408539588,0.2778897608038557
