requested_links,links_found,links_missing,links_with_two_or_more_supported_components,uses_observed_alpha,routeB_status,next_gate
"L2a1,L4a1,L5a1,L6a1,L8a1,L6a4,L6n1",0,7,0,no,NO_LINK_RECORDS_FOUND,BEMv20_BLOCK_RT_OPERATOR_FOR_LINKS
