chirality,eta_ent,H_eff_m4_s2,chiral_response_proxy
-1,0.9039330328858641,-1.6952808608288725e-16,0.9039330328858641
0,0.9039330328858641,-1.6952808608288725e-16,-0.0
1,0.9039330328858641,-1.6952808608288725e-16,-0.9039330328858641
