observable,E_candidate,value_interp,d2_interp,classification,bracket_E_lo,bracket_E_hi
sector_action,599.9999999999997,56.48938029994357,-3.843544694131008e-06,no_sign_change_closest_abs_derivative,,
lambda_min,599.9999999999997,0.8751494106358727,-5.142247870296126e-09,no_sign_change_closest_abs_derivative,,
