target,target_id,reference,reference_id,L_cert_target_database,L_cert_reference_database,L_v8_geom_raw_if_available,L_v8_used_if_available,delta_L_v8_geom_minus_cert,scale_geom_to_cert,NsoftV,leading_full_cert,leading_half_alpha_inv_cert,status
7_1,7:1:7,0_1,0:1:2,32.800343,12.0,30.7057093090431,30.7057093090431,-2.094633690956897,1.0682164241794607,16.755160819145562,549.5750218881353,274.78751094406766,CERTIFIED_LENGTH_FROM_IDEAL_DATABASE_L_COLUMN_ALPHA_BLIND
