normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,61.16977167431899,61.16977167431899,0.22299552718301333,FAIL_NOT_SUBLEADING
Mmax,M_max,639.0,61.16977167431899,0.09572734221333175,0.00034897578588890973,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),25.278449319529077,61.16977167431899,2.4198387686329226,0.008821566717335635,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,61.16977167431899,3.736325919901534,0.013620844829567949,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,61.16977167431899,0.2282194456120383,0.0008319781845619928,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,61.16977167431899,0.013939928280356954,5.08182648175007e-05,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,61.16977167431899,3.6508018236639264,0.013309065164459883,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,61.16977167431899,0.22299552718301333,0.0008129342938925341,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,61.16977167431899,0.22299552718301333,0.0008129342938925341,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,61.16977167431899,0.44599105436602665,0.0016258685877850682,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,10461.476043,61.16977167431899,0.005847145414556391,2.1315876102610247e-05,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,413.84959618222706,61.16977167431899,0.14780676902578055,0.0005388322937611941,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,171271.4882601924,61.16977167431899,0.00035715093210021644,1.3020002888294096e-06,PASS_SUBLEADING_CORRECTION
