normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,561.8934826044082,561.8934826044082,2.048393020676815,FAIL_NOT_SUBLEADING
Mmax,M_max,71.0,561.8934826044082,7.9139927127381435,0.02885060592502556,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),8.426149773176359,561.8934826044082,66.68448790135785,0.2430995265711546,FAIL_NOT_SUBLEADING
Lcert,certified length,16.371637,561.8934826044082,34.32115448225539,0.1251183996247177,FAIL_NOT_SUBLEADING
Lcert2,certified length squared,268.030498059769,561.8934826044082,2.096378907146267,0.0076423878458041624,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,561.8934826044082,0.12804943739873215,0.0004668065780962626,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,561.8934826044082,33.5355469678543,0.12225445298837027,FAIL_NOT_SUBLEADING
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,561.8934826044082,2.048393020676815,0.007467454414507865,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,561.8934826044082,2.048393020676815,0.007467454414507865,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,561.8934826044082,4.09678604135363,0.01493490882901573,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,1162.386227,561.8934826044082,0.48339654200359705,0.0017622309806298272,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,137.9498653940757,561.8934826044082,4.073171662757845,0.01484882217771837,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,19030.1653622436,561.8934826044082,0.029526463480933338,0.00010763926543386145,PASS_SUBLEADING_CORRECTION
