grid_label,grid_returncode,selected_normalizer,selected_gate,outdir,stability_gate,n_runs,pass_fraction,alpha_inv_blind_mean,alpha_inv_blind_cv_abs,abs_correction_ratio_max,n_candidate_rows
D1_ultra_paired_48_64_80,0,M_Lcert2,PASS_SUBLEADING_CORRECTION,outputs_routeB_BEM_v14_stageD\grids\D1_ultra_paired_48_64_80,PASS_CERTIFIED_STABLE_NORMALIZER,3,1.0,137.15528054470374,7.553630911815354e-06,1.2765614967715352e-05,39
D2_ultra_outer_anchored,0,M_Lcert2,PASS_SUBLEADING_CORRECTION,outputs_routeB_BEM_v14_stageD\grids\D2_ultra_outer_anchored,PASS_CERTIFIED_STABLE_NORMALIZER,4,1.0,137.15451471285763,6.606870193078494e-07,2.2742080598845034e-06,52
D3_ultra_tube_anchored,0,M_Lcert2,PASS_SUBLEADING_CORRECTION,outputs_routeB_BEM_v14_stageD\grids\D3_ultra_tube_anchored,PASS_CERTIFIED_STABLE_NORMALIZER,4,1.0,137.1549084854783,7.702478743874532e-06,1.2807089106593843e-05,52
