normalizer,n_grid_families_selected,grid_labels,aggregate_mean,aggregate_std,aggregate_span,aggregate_cv_abs,aggregate_abs_correction_ratio_max,cross_grid_gate
M_Lcert2,3,"D1_ultra_paired_48_64_80,D2_ultra_outer_anchored,D3_ultra_tube_anchored",137.15486676613224,0.0008084446198697144,0.0023440146950406415,5.894392513597223e-06,1.2807089106593843e-05,PASS_CROSS_GRID_CONSENSUS
