knot,reference,length_source,length_coeff,A_lead_normalized_spectrum,A_reference_normalized_spectrum,L_spectral_norm,L_geom_raw,L_used,status
0_1,0_1,geometric_raw,A_M,-0.06694761359878797,-0.06694761359878797,6.283185307179586,6.283185235405798,6.283185235405798,PHYSICAL_LENGTH_BRANCH_RESTORES_LONGITUDINAL_SCALE
4_1,0_1,geometric_raw,A_M,-0.04912960495833022,-0.06694761359878797,4.610924802662517,21.044947731420038,21.044947731420038,PHYSICAL_LENGTH_BRANCH_RESTORES_LONGITUDINAL_SCALE
