target,reference,soft_index_count,soft_volume_mode,soft_volume,S_soft_per_unit_length,length_source,length_coeff,L_long_target,leading_length_term_half_NsoftVsoftL,DeltaF_pair_target_reference,finite_correction_half_pair,alpha_inv_pred_blind_v8,status
3_1,0_1,4,unit_ball,4.1887902047863905,16.755160819145562,geometric_raw,A_M,16.372446942894506,137.16149076556277,680.038963128289,340.0194815641445,477.1809723297073,ALPHA_BLIND_BEMV8_PAIR_LENGTH_BUDGET_NOT_CODATA_COMPARISON
