model,status,n_points,M_min,M_max,rms,S_inf,S_inf_se,alpha_inv_pred_blind,c_sqrt,c_sqrt_se,knot,reference,target_selected,fit_tail_frac,max_common_modes,c_inv,c_inv_se,c_threehalf,c_threehalf_se
sqrt,PASS_FIT,43,15,57,0.3758912426070501,0.6035110287491952,0.3023285000811542,0.3017555143745976,5.086775680571198,1.6891773740690108,3_1,0_1,True,0.75,57,,,,
sqrt+inv,PASS_FIT,43,15,57,0.2857667937101165,-6.45595402983522,1.326782439880264,-3.22797701491761,83.09611694987922,14.492553888293896,3_1,0_1,True,0.75,57,-207.18423186318915,38.335431773333106,,
sqrt+inv+threehalf,PASS_FIT,43,15,57,0.20438137654362465,-40.09667287070089,5.595499082677671,-20.048336435350446,635.9634776353075,91.19879016027903,3_1,0_1,True,0.75,57,-3164.964701007443,485.4556280708853,5152.272428656969,844.249564139735
sqrt,PASS_FIT,43,15,57,0.3628029548450546,0.47127958419500704,0.2918016190070687,0.23563979209750352,5.30013145219284,1.6303613202563954,4_1,0_1,False,0.75,57,,,,
sqrt+inv,PASS_FIT,43,15,57,0.2745186261261307,-6.386046599010857,1.274558488183477,-3.1930232995054286,81.07577365473877,13.922107361813154,4_1,0_1,False,0.75,57,-201.25177277777058,36.826497318799106,,
sqrt+inv+threehalf,PASS_FIT,43,15,57,0.19543416074664247,-38.8574443646748,5.3505445832453455,-19.4287221823374,614.7259630395556,87.20637524563759,4_1,0_1,False,0.75,57,-3056.222457899544,464.20380788225555,4973.184081451653,807.2908002610992
