knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.21346357330261573,0.21346357330260995,5.773159728050814e-15,2.886579864025407e-15
3_1,0_1,2,0.42692434392962697,0.4269243439296202,6.772360450213455e-15,3.3861802251067274e-15
3_1,0_1,3,0.6401911794159094,0.6401911794159045,4.884981308350689e-15,2.4424906541753444e-15
3_1,0_1,4,0.7246548622995699,0.7246548622995652,4.6629367034256575e-15,2.3314683517128287e-15
3_1,0_1,5,0.8091058792014375,0.809105879201432,5.551115123125783e-15,2.7755575615628914e-15
3_1,0_1,6,0.8935452922866435,0.8935452922866379,5.551115123125783e-15,2.7755575615628914e-15
3_1,0_1,7,0.9779800042436919,0.9779800042436856,6.328271240363392e-15,3.164135620181696e-15
3_1,0_1,8,1.0622275866594775,1.0622275866594715,5.995204332975845e-15,2.9976021664879227e-15
3_1,0_1,9,1.105327929178695,1.1053279291786915,3.552713678800501e-15,1.7763568394002505e-15
3_1,0_1,10,1.1483940683082485,1.1483940683082399,8.659739592076221e-15,4.3298697960381105e-15
3_1,0_1,11,1.1914306896418922,1.191430689641884,8.215650382226158e-15,4.107825191113079e-15
3_1,0_1,12,1.2344670032079061,1.2344670032078942,1.199040866595169e-14,5.995204332975845e-15
3_1,0_1,13,1.2774857929989867,1.277485792998973,1.3766765505351941e-14,6.8833827526759706e-15
3_1,0_1,14,1.3204942081288018,1.3204942081287856,1.6209256159527285e-14,8.104628079763643e-15
3_1,0_1,15,1.3633131033976635,1.3633131033976509,1.2656542480726785e-14,6.328271240363392e-15
3_1,0_1,16,1.3888529968849221,1.3888529968849086,1.354472090042691e-14,6.772360450213455e-15
3_1,0_1,17,1.4143417024777432,1.4143417024777283,1.4876988529977098e-14,7.438494264988549e-15
3_1,0_1,18,1.4397599863668953,1.4397599863668793,1.5987211554602254e-14,7.993605777301127e-15
3_1,0_1,19,1.4651777900166452,1.4651777900166285,1.6653345369377348e-14,8.326672684688674e-15
3_1,0_1,20,1.4905921817831838,1.4905921817831653,1.84297022087776e-14,9.2148511043888e-15
3_1,0_1,21,1.5160025686229013,1.5160025686228795,2.1760371282653068e-14,1.0880185641326534e-14
3_1,0_1,22,1.5413934582077873,1.541393458207763,2.4202861936828413e-14,1.2101430968414206e-14
3_1,0_1,23,1.5667700727630645,1.5667700727630383,2.6201263381153694e-14,1.3100631690576847e-14
3_1,0_1,24,1.5919443270171107,1.5919443270170812,2.9531932455029164e-14,1.4765966227514582e-14
3_1,0_1,25,1.6084615483042721,1.60846154830424,3.219646771412954e-14,1.609823385706477e-14
3_1,0_1,26,1.6249262743286204,1.6249262743285882,3.219646771412954e-14,1.609823385706477e-14
3_1,0_1,27,1.6413012446797255,1.6413012446796917,3.375077994860476e-14,1.687538997430238e-14
3_1,0_1,28,1.6576616130951618,1.6576616130951274,3.441691376337985e-14,1.7208456881689926e-14
3_1,0_1,29,1.6740093726287082,1.6740093726286753,3.2862601528904634e-14,1.6431300764452317e-14
3_1,0_1,30,1.690356916824628,1.6903569168245949,3.3084646133829665e-14,1.6542323066914832e-14
3_1,0_1,31,1.7067016332091836,1.7067016332091502,3.3306690738754696e-14,1.6653345369377348e-14
3_1,0_1,32,1.723039892746288,1.7230398927462534,3.4638958368304884e-14,1.7319479184152442e-14
3_1,0_1,33,1.739342726208099,1.739342726208065,3.397282455352979e-14,1.6986412276764895e-14
3_1,0_1,34,1.755631897145706,1.755631897145672,3.419486915845482e-14,1.709743457922741e-14
3_1,0_1,35,1.7717138206815453,1.7717138206815106,3.4638958368304884e-14,1.7319479184152442e-14
3_1,0_1,36,1.7829710379381516,1.7829710379381134,3.8191672047105385e-14,1.9095836023552692e-14
