alpha_map_status,rel_sep_3_1_vs_0_1_S_logdet,rel_sep_3_1_vs_4_1_S_logdet,global_control_gate_G6,global_control_note
NO_CANONICAL_ALPHA_MAP_SPECIFIED__NO_FIT_PERFORMED,0.003983470165957348,0.026010950536753896,PASS,Trefoil separated from available controls
