normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-3.1919962947227094,-3.1919962947227094,0.011636481174029826,PASS_SUBLEADING_CORRECTION
Mmax,M_max,263.0,-3.1919962947227094,-0.012136868040770759,4.424517556665333e-05,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),16.217274740226856,-3.1919962947227094,-0.1968269235030582,0.0007175361680939894,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-3.1919962947227094,-0.19497111343982948,0.0007107707783913012,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-3.1919962947227094,-0.01190907869749552,4.341476532806714e-05,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-3.1919962947227094,-0.0007274213749972296,2.651827995457457e-06,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-3.1919962947227094,-0.1905082457385501,0.0006945013121409856,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-3.1919962947227094,-0.011636481174029826,4.242100604484364e-05,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-3.1919962947227094,-0.011636481174029826,4.242100604484364e-05,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-3.1919962947227094,-0.023272962348059652,8.484201208968728e-05,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,4305.740531,-3.1919962947227094,-0.0007413350320906063,2.702550488179852e-06,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,265.50333517626336,-3.1919962947227094,-0.012022433889968254,4.382800376614687e-05,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,70492.02098971925,-3.1919962947227094,-4.528166805131376e-05,1.650751533386583e-07,PASS_SUBLEADING_CORRECTION
