status,preferred_observable,E_star_derived,classification,bracket_E_lo,bracket_E_hi,value_interp,d2_interp,message
E0_derived,action_total,274.0748429229396,interior_minimum,273.9313476574032,274.1195450381919,3650.929951336494,20209.062105208086,Interior stationary eigenvalue found. This E_star is used as E0 downstream.
