knot,reference,length_source,length_coeff,A_lead_normalized_spectrum,A_reference_normalized_spectrum,L_spectral_norm,L_geom_raw,L_used,status
0_1,0_1,geometric_raw,A_M,-2.721488979200949,-2.721488979200949,6.283185307179586,6.283185307179586,6.283185307179586,PHYSICAL_LENGTH_BRANCH_RESTORES_LONGITUDINAL_SCALE
3_1,0_1,geometric_raw,A_M,-1.8155759653646342,-2.721488979200949,4.191676070280036,16.372244699731297,16.372244699731297,PHYSICAL_LENGTH_BRANCH_RESTORES_LONGITUDINAL_SCALE
