knot,id,source,length_samples,L_raw_arclength,L_database,relative_error_vs_database,status
0_1,0:1:1,generated_unit_circle_control,1000,6.283185307179586,6.283185307179586,0.0,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
3_1,3:1:1,xml_fourier,1000,16.372244699731297,16.371637,3.711905726332517e-05,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
