knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.21175569196447797,0.21176219399229004,-6.502027812077538e-06,-3.251013906038769e-06
3_1,0_1,2,0.4235108686768309,0.42352389203926455,-1.3023362433639551e-05,-6.511681216819776e-06
3_1,0_1,3,0.6351559425637616,0.6351456204184449,1.0322145316710163e-05,5.1610726583550814e-06
3_1,0_1,4,0.7440864744863013,0.7189572195480374,0.0251292549382639,0.01256462746913195
3_1,0_1,5,0.8278970601134967,0.8027687908573827,0.025128269256114,0.012564134628057
3_1,0_1,6,0.9117076045016914,0.886571626835705,0.02513597766598641,0.012567988832993204
3_1,0_1,7,0.9955111307849553,0.9703726869604752,0.02513844382448016,0.01256922191224008
3_1,0_1,8,1.079312944092238,1.0541488691487408,0.02516407494349715,0.012582037471748575
3_1,0_1,9,1.1630706625302512,1.1173799751210705,0.0456906874091807,0.02284534370459035
3_1,0_1,10,1.2061609661068038,1.1604703501970444,0.045690615909759424,0.022845307954879712
3_1,0_1,11,1.249251268941099,1.2035607239496462,0.045690544991452864,0.022845272495726432
3_1,0_1,12,1.2923396472055053,1.2466490857339811,0.04569056147152417,0.022845280735762086
3_1,0_1,13,1.3354277329943662,1.2897371463762135,0.04569058661815273,0.022845293309076364
3_1,0_1,14,1.378512087757081,1.332821528883017,0.045690558874063925,0.022845279437031962
3_1,0_1,15,1.4215928294070022,1.3759022651582677,0.04569056424873441,0.022845282124367206
3_1,0_1,16,1.4646441564451012,1.4189535706308376,0.04569058581426355,0.022845292907131776
3_1,0_1,17,1.4905989471701675,1.4449083642457605,0.045690582924406975,0.022845291462203487
3_1,0_1,18,1.5165537326788443,1.4708631526574367,0.04569058002140758,0.02284529001070379
3_1,0_1,19,1.5425074305784756,1.4968168493293532,0.0456905812491224,0.0228452906245612
3_1,0_1,20,1.568460253934351,1.5227696721285324,0.04569058180581864,0.02284529090290932
3_1,0_1,21,1.5944130710248052,1.548722488684922,0.04569058233988321,0.022845291169941606
3_1,0_1,22,1.620365135500115,1.5746745544658365,0.04569058103427848,0.02284529051713924
3_1,0_1,23,1.6463135715507042,1.6006229902370512,0.045690581313653,0.0228452906568265
3_1,0_1,24,1.6722561954912074,1.6265656137972715,0.04569058169393592,0.02284529084696796
3_1,0_1,25,1.698179535284273,1.6524889376440253,0.04569059764024774,0.02284529882012387
3_1,0_1,26,1.7154208471420407,1.669730249523478,0.045690597618562645,0.022845298809281323
3_1,0_1,27,1.7326596649727657,1.6869690674707607,0.04569059750200499,0.022845298751002496
3_1,0_1,28,1.74989848280133,1.7042078854158045,0.0456905973855255,0.02284529869276275
3_1,0_1,29,1.7671351080772457,1.7214445106670027,0.04569059741024306,0.02284529870512153
3_1,0_1,30,1.7843716866843358,1.7386810892565143,0.045690597427821444,0.022845298713910722
3_1,0_1,31,1.8016079115954762,1.755917314451259,0.04569059714421719,0.022845298572108597
3_1,0_1,32,1.8188440050820844,1.7731534080099614,0.045690597072123085,0.022845298536061542
