grid_label,grid_returncode,selected_normalizer,selected_gate,outdir,stability_gate,n_runs,pass_fraction,alpha_inv_blind_mean,alpha_inv_blind_cv_abs,abs_correction_ratio_max,n_candidate_rows
A1_paired_micro_low,0,M_Lcert2,PASS_SUBLEADING_CORRECTION,outputs_routeB_BEM_v14_stageA\grids\A1_paired_micro_low,PASS_CERTIFIED_STABLE_NORMALIZER,3,1.0,137.1501627420922,0.00010652182335624496,0.00011507730634881074,39
A2_paired_micro_high,0,M_Lcert2,PASS_SUBLEADING_CORRECTION,outputs_routeB_BEM_v14_stageA\grids\A2_paired_micro_high,PASS_CERTIFIED_STABLE_NORMALIZER,3,1.0,137.15905190345143,0.0001140956934088641,0.00011832082986452598,39
A3_cartesian_tiny,0,M_Lcert2,PASS_SUBLEADING_CORRECTION,outputs_routeB_BEM_v14_stageA\grids\A3_cartesian_tiny,PASS_CERTIFIED_STABLE_NORMALIZER,32,1.0,137.4354010172716,0.002974204054091488,0.00930461683469654,416
