label,returncode,outdir,command
A1_paired_micro_low,0,outputs_routeB_BEM_v14_stageA\grids\A1_paired_micro_low,"C:\Program Files\Python313\python.exe C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem_v3_1_sstcore_package\routeB_RT_bem_v14_certified_convergence.py --outdir outputs_routeB_BEM_v14_stageA\grids\A1_paired_micro_low --ideal ideal.txt --v13-script  --v8-script  --from-bemv13-outdirs  --ideal-xml-knot-ids 0:1:1,3:1:1,4:1:1 --target 3_1 --reference 0_1 --mu-mode inverse_outer_radius --mu-value 1.0 --boundary-subspace all --max-raw-modes 0 --fit-min-M 4 --counterterm-fit-min-M 4 --fit-tail-frac 0.75 --counterterm-tail-frac 0.75 --fit-models sqrt,sqrt+inv,sqrt+inv+threehalf --counterterm-models hk,hk+inv_sqrt,hk+inv_sqrt+inv --soft-index-count 4 --soft-volume-mode unit_ball --soft-volume-value 0.0 --length-samples 4000 --length-fit-model hk+inv_sqrt+inv --length-coeff A_M --length-fit-min-M 4 --length-fit-tail-frac 0.75 --pair-fit-model hk+inv_sqrt+inv --pair-fit-min-M 4 --pair-fit-tail-frac 0.75 --normalizers raw,Mmax,sqrtM,Lcert,Lcert2,Lcert3,NsoftV,NsoftV_Lcert,leading_full_cert,leading_half_cert,M_Lcert,sqrtM_Lcert,M_Lcert2 --preferred-normalizer M_Lcert2 --subleading-threshold 0.05 --alpha-cv-threshold 0.01 --min-grid-runs 3 --subrun-timeout 180 --grid-run-timeout 260 --grid-mode paired --n-center-list 8,10,12 --n-theta-list 3,3,4 --n-sphere-list 14,18,24 --tube-fraction-list 0.40,0.34,0.30 --outer-factor-list 2.0,2.4,2.8 --pair-fit-min-M 4"
A2_paired_micro_high,0,outputs_routeB_BEM_v14_stageA\grids\A2_paired_micro_high,"C:\Program Files\Python313\python.exe C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem_v3_1_sstcore_package\routeB_RT_bem_v14_certified_convergence.py --outdir outputs_routeB_BEM_v14_stageA\grids\A2_paired_micro_high --ideal ideal.txt --v13-script  --v8-script  --from-bemv13-outdirs  --ideal-xml-knot-ids 0:1:1,3:1:1,4:1:1 --target 3_1 --reference 0_1 --mu-mode inverse_outer_radius --mu-value 1.0 --boundary-subspace all --max-raw-modes 0 --fit-min-M 4 --counterterm-fit-min-M 4 --fit-tail-frac 0.75 --counterterm-tail-frac 0.75 --fit-models sqrt,sqrt+inv,sqrt+inv+threehalf --counterterm-models hk,hk+inv_sqrt,hk+inv_sqrt+inv --soft-index-count 4 --soft-volume-mode unit_ball --soft-volume-value 0.0 --length-samples 4000 --length-fit-model hk+inv_sqrt+inv --length-coeff A_M --length-fit-min-M 4 --length-fit-tail-frac 0.75 --pair-fit-model hk+inv_sqrt+inv --pair-fit-min-M 4 --pair-fit-tail-frac 0.75 --normalizers raw,Mmax,sqrtM,Lcert,Lcert2,Lcert3,NsoftV,NsoftV_Lcert,leading_full_cert,leading_half_cert,M_Lcert,sqrtM_Lcert,M_Lcert2 --preferred-normalizer M_Lcert2 --subleading-threshold 0.05 --alpha-cv-threshold 0.01 --min-grid-runs 3 --subrun-timeout 180 --grid-run-timeout 260 --grid-mode paired --n-center-list 10,12,14 --n-theta-list 3,4,4 --n-sphere-list 18,24,32 --tube-fraction-list 0.36,0.30,0.26 --outer-factor-list 2.2,2.6,3.0 --pair-fit-min-M 4"
A3_cartesian_tiny,0,outputs_routeB_BEM_v14_stageA\grids\A3_cartesian_tiny,"C:\Program Files\Python313\python.exe C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem_v3_1_sstcore_package\routeB_RT_bem_v14_certified_convergence.py --outdir outputs_routeB_BEM_v14_stageA\grids\A3_cartesian_tiny --ideal ideal.txt --v13-script  --v8-script  --from-bemv13-outdirs  --ideal-xml-knot-ids 0:1:1,3:1:1,4:1:1 --target 3_1 --reference 0_1 --mu-mode inverse_outer_radius --mu-value 1.0 --boundary-subspace all --max-raw-modes 0 --fit-min-M 4 --counterterm-fit-min-M 4 --fit-tail-frac 0.75 --counterterm-tail-frac 0.75 --fit-models sqrt,sqrt+inv,sqrt+inv+threehalf --counterterm-models hk,hk+inv_sqrt,hk+inv_sqrt+inv --soft-index-count 4 --soft-volume-mode unit_ball --soft-volume-value 0.0 --length-samples 4000 --length-fit-model hk+inv_sqrt+inv --length-coeff A_M --length-fit-min-M 4 --length-fit-tail-frac 0.75 --pair-fit-model hk+inv_sqrt+inv --pair-fit-min-M 4 --pair-fit-tail-frac 0.75 --normalizers raw,Mmax,sqrtM,Lcert,Lcert2,Lcert3,NsoftV,NsoftV_Lcert,leading_full_cert,leading_half_cert,M_Lcert,sqrtM_Lcert,M_Lcert2 --preferred-normalizer M_Lcert2 --subleading-threshold 0.05 --alpha-cv-threshold 0.01 --min-grid-runs 3 --subrun-timeout 180 --grid-run-timeout 260 --grid-mode cartesian --n-center-list 8,10 --n-theta-list 3,4 --n-sphere-list 14,18 --tube-fraction-list 0.36,0.30 --outer-factor-list 2.2,2.8 --pair-fit-min-M 4"
