L_K,eta_K,eta_K_squared,selected_amplitude,gap_l2,half_gap,operator_norm_delta,min_projected_l_ge_2_eigenvalue,mean_lge2_leakage_in_low3_modes,pass_no_lge2_promotion,status
16.371637,0.015270311698213197,0.00023318241936058683,1.5,4.0,2.0,1.5,3.7370578276821074,0.0021479871405268892,True,PASS_NO_LEADING_PROMOTION
