q_m_inv,power
-4.2270582825931472e+16,2.6318786823987131e-09
-4.2245555837875856e+16,1.1040773389490440e-09
-4.2220528849820240e+16,1.0781830196587230e-09
-4.2195501861764624e+16,1.4762189911662895e-10
-4.2170474873709016e+16,2.1838861141827914e-10
-4.2145447885653400e+16,8.8700746002117704e-11
-4.2120420897597784e+16,3.0581035137145042e-10
-4.2095393909542176e+16,7.9317984024897542e-10
-4.2070366921486560e+16,1.2253873804402809e-09
-4.2045339933430944e+16,2.1444771080632213e-09
-4.2020312945375328e+16,2.4722161808870738e-09
-4.1995285957319720e+16,2.4829067294464112e-09
-4.1970258969264104e+16,3.1610827157246903e-09
-4.1945231981208488e+16,3.1363840911544125e-09
-4.1920204993152880e+16,2.5402290338843352e-09
-4.1895178005097264e+16,1.8405322665772389e-09
-4.1870151017041656e+16,2.1053054043208021e-09
-4.1845124028986040e+16,1.0223753735232935e-09
-4.1820097040930424e+16,5.2028737800046714e-10
-4.1795070052874816e+16,4.0745035786151491e-10
-4.1770043064819200e+16,2.8028592696791625e-10
-4.1745016076763584e+16,6.6127508154872770e-10
-4.1719989088707968e+16,3.9028903171003014e-10
-4.1694962100652360e+16,1.3289493745449773e-09
-4.1669935112596744e+16,1.5211503468955303e-09
-4.1644908124541128e+16,2.7514927015283688e-09
-4.1619881136485520e+16,1.7450119542265304e-09
-4.1594854148429904e+16,3.4251360603866543e-09
-4.1569827160374288e+16,2.7556897438738321e-09
-4.1544800172318672e+16,2.8283715864353326e-09
-4.1519773184263064e+16,1.8357060459556222e-09
-4.1494746196207448e+16,2.7801483445228993e-09
-4.1469719208151832e+16,1.1943504898484314e-09
-4.1444692220096216e+16,1.1757130694615944e-09
-4.1419665232040608e+16,5.9940926299845942e-10
-4.1394638243984992e+16,9.5415782571326820e-10
-4.1369611255929376e+16,6.0746849488317944e-10
-4.1344584267873760e+16,8.4037032816787899e-10
-4.1319557279818152e+16,9.1291510434624649e-10
-4.1294530291762536e+16,2.1526761123513220e-09
-4.1269503303706920e+16,2.0695414486147131e-09
-4.1244476315651304e+16,2.3107496090455025e-09
-4.1219449327595696e+16,2.9499413070760064e-09
-4.1194422339540080e+16,3.6080646048193580e-09
-4.1169395351484464e+16,2.7712104394056834e-09
-4.1144368363428856e+16,2.9902364103683921e-09
-4.1119341375373240e+16,2.7969281832380576e-09
-4.1094314387317624e+16,2.4283456516235463e-09
-4.1069287399262016e+16,1.6235986566393505e-09
-4.1044260411206400e+16,1.3967109767321649e-09
-4.1019233423150784e+16,1.2768342033202717e-09
-4.0994206435095176e+16,1.0231206912671216e-09
-4.0969179447039560e+16,8.4907743331800771e-10
-4.0944152458983952e+16,9.5726674878089185e-10
-4.0919125470928336e+16,2.0908934989086509e-09
-4.0894098482872720e+16,1.8670744343202137e-09
-4.0869071494817104e+16,2.6458651815959434e-09
-4.0844044506761496e+16,2.9625862930066973e-09
-4.0819017518705880e+16,4.1990863234045778e-09
-4.0793990530650264e+16,3.5696264825697344e-09
-4.0768963542594648e+16,3.9996289184094855e-09
-4.0743936554539040e+16,3.6272468095033702e-09
-4.0718909566483424e+16,4.0840245383458208e-09
-4.0693882578427808e+16,2.5289294832257128e-09
-4.0668855590372200e+16,2.3652120699410558e-09
-4.0643828602316584e+16,1.9517713614743692e-09
-4.0618801614260968e+16,1.7217795476528203e-09
