s_m,x_m,y_m,z_m,kappa_m_inv,tau_m_inv,phi_integrated_rad,phi_pt_rad
3.3098254716769404e-15,9.5478599674763832e-15,6.8958126015146735e-15,1.0317228027175279e-14,1.1732210171891617e+14,-1.7515955589433419e+14,1.7457388995046685e+00,-7.7136060537776885e-03
3.3711185359672540e-15,9.5615026339283459e-15,6.8388525201748721e-15,1.0299165179894679e-14,1.1748403849261225e+14,-1.0967002841295195e+14,1.7350028335841741e+00,-1.8021520135330427e-02
3.4324116002575676e-15,9.5748940793658124e-15,6.7819504699438382e-15,1.0280735161931740e-14,1.1724064362769050e+14,-4.0857129177825547e+13,1.7282808214819385e+00,-2.2493972875536450e-02
3.4937046645478812e-15,9.5880327844945595e-15,6.7251086093275580e-15,1.0261941092672644e-14,1.1661910272870856e+14,2.3500353048100547e+13,1.7257765628365245e+00,-2.1170325802068568e-02
3.5549977288381948e-15,9.6009206597385570e-15,6.6683296643595436e-15,1.0242786620875032e-14,1.1569515008464211e+14,7.6352009690421453e+13,1.7272169714867469e+00,-1.4611491254401532e-02
3.6162907931285088e-15,9.6135626544689131e-15,6.6116167941325391e-15,1.0223275855885981e-14,1.1457681344871638e+14,1.1220838440494227e+14,1.7318968201253964e+00,-3.9074641598304538e-03
3.6775838574188229e-15,9.6259657423422729e-15,6.5549734845870300e-15,1.0203412864331696e-14,1.1338924408517805e+14,1.2782177424156453e+14,1.7387744158446408e+00,9.3517557337410295e-03
3.7388769217091361e-15,9.6381378806754397e-15,6.4984033717894397e-15,1.0183201460871327e-14,1.1226231233896202e+14,1.2255626408086158e+14,1.7466090040709310e+00,2.3193622215315290e-02
3.8001699859994501e-15,9.6500868408047978e-15,6.4419100735693895e-15,1.0162644978652597e-14,1.1131354124658530e+14,9.8402938038209125e+13,1.7541208530444199e+00,3.5490187227824599e-02
3.8614630502897633e-15,9.6618191051522279e-15,6.3854970373695495e-15,1.0141746112807642e-14,1.1064027001308483e+14,5.9660513075000102e+13,1.7601522706519515e+00,4.4289972484368167e-02
3.9227561145800773e-15,9.6733389707234230e-15,6.3291674205714863e-15,1.0120506852538935e-14,1.1029359264443122e+14,1.2381868970613668e+13,1.7638090463154505e+00,4.8178490641644256e-02
3.9840491788703913e-15,9.6846479715508884e-15,6.2729240159983747e-15,1.0098928504573792e-14,1.1028277894142600e+14,-3.6366342254365430e+13,1.7645679690063005e+00,4.6560071050151475e-02
4.0453422431607045e-15,9.6957446911082817e-15,6.2167692306701101e-15,1.0077011798037494e-14,1.1057334271292758e+14,-7.9315801660174297e+13,1.7623389644525003e+00,3.9769320071457059e-02
4.1066353074510185e-15,9.7066249848056608e-15,6.1607051201136732e-15,1.0054757049655396e-14,1.1109389645403619e+14,-1.0988249312458634e+14,1.7574774559221054e+00,2.8981284363700510e-02
4.1679283717413317e-15,9.7172825785468554e-15,6.1047334738887721e-15,1.0032164360082549e-14,1.1174816178735905e+14,-1.2305069361592417e+14,1.7507424212066400e+00,1.5960591194867035e-02
4.2292214360316457e-15,9.7277099590178387e-15,6.0488559412869999e-15,1.0009233808278422e-14,1.1243000173005417e+14,-1.1612980438782803e+14,1.7432002671318714e+00,2.7355863871312280e-03
4.2905145003219597e-15,9.7378994318855393e-15,5.9930741806182881e-15,9.9859656119725254e-15,1.1303902134272428e+14,-8.9226575751373984e+13,1.7360823155655067e+00,-8.7132396598801343e-03
4.3518075646122729e-15,9.7478442012891102e-15,5.9373900123413352e-15,9.9623602284854821e-15,1.1349450242775833e+14,-4.5311944718823641e+13,1.7306133453215733e+00,-1.6693429159468032e-02
4.4131006289025869e-15,9.7575393215432617e-15,5.8818055562824764e-15,9.9384183806969702e-15,1.1374590201946186e+14,1.0155188943448766e+13,1.7278360373808033e+00,-1.9956746096552624e-02
4.4743936931929010e-15,9.7669823904753451e-15,5.8263233362793594e-15,9.9141410061379765e-15,1.1377865165702719e+14,6.9998005577968625e+13,1.7284584800295943e+00,-1.7791626234012092e-02
4.5356867574832142e-15,9.7761738906284269e-15,5.7709463409315977e-15,9.8895291407652524e-15,1.1361457734295955e+14,1.2636623883626747e+14,1.7327488722856785e+00,-1.0080773734403969e-02
4.5969798217735282e-15,9.7851171341938359e-15,5.7156780354117879e-15,9.8645837605429414e-15,1.1330700761148244e+14,1.7188197494747775e+14,1.7404942462867949e+00,2.6615952151072264e-03
4.6582728860638422e-15,9.7938178226333430e-15,5.6605223251811212e-15,9.8393056114845377e-15,1.1293145396339484e+14,2.0068527815069800e+14,1.7510294192275968e+00,1.9285452350473964e-02
4.7195659503541554e-15,9.8022832846242590e-15,5.6054834771190641e-15,9.8136950610945289e-15,1.1257336962537392e+14,2.0920047227471431e+14,1.7633300348834071e+00,3.8070277992582557e-02
4.7808590146444694e-15,9.8105214990523608e-15,5.5505660068024041e-15,9.7877520010058554e-15,1.1231474544971522e+14,1.9652430454304712e+14,1.7761525728801053e+00,5.6899485257936089e-02
4.8421520789347826e-15,9.8185400378193238e-15,5.4957745427327086e-15,9.7614758227816279e-15,1.1222127378614586e+14,1.6443798433196478e+14,1.7881981497130714e+00,7.3552934642657775e-02
4.9034451432250966e-15,9.8263450729728422e-15,5.4411136796363571e-15,9.7348654777467210e-15,1.1233171239703061e+14,1.1711072122844284e+14,1.7982770576585001e+00,8.6071516634145251e-02
4.9647382075154106e-15,9.8339405832160042e-15,5.3865878337721611e-15,9.7079196190648475e-15,1.1265097621908139e+14,6.0569286178399672e+13,1.8054551326238402e+00,9.3101056408404936e-02
5.0260312718057238e-15,9.8413278675788373e-15,5.3322011133409631e-15,9.6806368118342563e-15,1.1314821011920831e+14,1.9807544176689922e+12,1.8091676097755913e+00,9.4118197637273582e-02
5.0873243360960378e-15,9.8485054323931811e-15,5.2779572161907981e-15,9.6530157863507989e-15,1.1376044210785255e+14,-5.1217434066973297e+13,1.8092890162834567e+00,8.9482742452292374e-02
5.1486174003863510e-15,9.8554692669556076e-15,5.2238593646614877e-15,9.6250557022401751e-15,1.1440140330155467e+14,-9.2273203238071688e+13,1.8061497428044049e+00,8.0321597406165512e-02
5.2099104646766650e-15,9.8622134700003636e-15,5.1699102835630950e-15,9.5967563879326433e-15,1.1497405790063370e+14,-1.1603446023212295e+14,1.8004940354260606e+00,6.8296477709350878e-02
5.2712035289669791e-15,9.8687311405833669e-15,5.1161122223872026e-15,9.5681185215652957e-15,1.1538473769484773e+14,-1.1966523894761883e+14,1.7933819277951610e+00,5.5325576776690699e-02
5.3324965932572923e-15,9.8750154101021442e-15,5.0624670177913821e-15,9.5391437258903462e-15,1.1555670883918667e+14,-1.0304060745653311e+14,1.7860472786110289e+00,4.3320670340710965e-02
5.3937896575476063e-15,9.8810604723881545e-15,5.0089761881735577e-15,9.5098345604840862e-15,1.1544135211045930e+14,-6.8771423096457625e+13,1.7797316040336826e+00,3.3975988710835736e-02
5.4550827218379203e-15,9.8868624691028611e-15,4.9556410495026745e-15,9.4801944080870272e-15,1.1502561259078095e+14,-2.1869316464803180e+13,1.7755163927764952e+00,2.8616288733227524e-02
5.5163757861282335e-15,9.8924201080047616e-15,4.9024628407073099e-15,9.4502272662683994e-15,1.1433482934100798e+14,3.0912415188336109e+13,1.7741759553564327e+00,2.8090461978061754e-02
5.5776688504185475e-15,9.8977349289329977e-15,4.8494428475215541e-15,9.4199374685438979e-15,1.1343056293399016e+14,8.2005322039528750e+13,1.7760706720079404e+00,3.2691196401069433e-02
5.6389619147088615e-15,9.9028111810106518e-15,4.7965825151119345e-15,9.3893293685429242e-15,1.1240368813715519e+14,1.2411085076575977e+14,1.7810970294838571e+00,4.2092291070832122e-02
5.7002549789991747e-15,9.9076553275676087e-15,4.7438835414672728e-15,9.3584070254059473e-15,1.1136370773359794e+14,1.5126348023398825e+14,1.7887041638389682e+00,5.5318608112676415e-02
5.7615480432894887e-15,9.9122752452903184e-15,4.6913479451331404e-15,9.3271739278066643e-15,1.1042572672032747e+14,1.5966172456089534e+14,1.7979755660577268e+00,7.0787623317771775e-02
5.8228411075798019e-15,9.9166792245441924e-15,4.6389781025114616e-15,9.2956327882629577e-15,1.0969666944891205e+14,1.4811543233298762e+14,1.8077617224059401e+00,8.6467648825943044e-02
5.8841341718701159e-15,9.9208749036256589e-15,4.5867767519284965e-15,9.2637854299012439e-15,1.0926225055857228e+14,1.1807807793053106e+14,1.8168401711223134e+00,1.0016939327816976e-01
5.9454272361604299e-15,9.9248682777841033e-15,4.5347469642590903e-15,9.2316327761111776e-15,1.0917614597386175e+14,7.3336705830539969e+13,1.8240775383441863e+00,1.0992783741887102e-01
6.0067203004507431e-15,9.9286629132927411e-15,4.4828920830171186e-15,9.1991749411934139e-15,1.0945279210641209e+14,1.9464048702091090e+13,1.8285725697694974e+00,1.1437357030781081e-01
6.0680133647410572e-15,9.9322594689666682e-15,4.4312156400387136e-15,9.1664114085986781e-15,1.1006505345782709e+14,-3.6894200934496078e+13,1.8297655809579445e+00,1.1297924075679244e-01
6.1293064290313704e-15,9.9356555858664409e-15,4.3797212555011080e-15,9.1333412738619971e-15,1.1094739610590670e+14,-8.8860133451084578e+13,1.8275042223281266e+00,1.0611096149112109e-01
6.1905994933216844e-15,9.9388461560058735e-15,4.3284125323879601e-15,9.0999635227591868e-15,1.1200420633904766e+14,-1.3023886613725703e+14,1.8220577124556636e+00,9.4888221810884854e-02
6.2518925576119984e-15,9.9418239296169445e-15,4.2772929553276778e-15,9.0662773121931966e-15,1.1312186480979800e+14,-1.5638604093730634e+14,1.8140749732604151e+00,8.0916883060460965e-02
6.3131856219023116e-15,9.9445803753005192e-15,4.2263658021833564e-15,9.0322822221851413e-15,1.1418258678848928e+14,-1.6485158666121731e+14,1.8044895935991372e+00,6.5983489074508572e-02
6.3744786861926256e-15,9.9471066748434180e-15,4.1756340744570566e-15,8.9979784520226589e-15,1.1507806057663241e+14,-1.5565094454290978e+14,1.7943853346995509e+00,5.1785878156269671e-02
6.4357717504829396e-15,9.9493947192980602e-15,4.1251004502233177e-15,8.9633669415140198e-15,1.1572134918353950e+14,-1.3111700245120981e+14,1.7848450113488346e+00,3.9740842242042884e-02
6.4970648147732528e-15,9.9514379769707751e-15,4.0747672614677020e-15,8.9284494083020458e-15,1.1605598798948555e+14,-9.5397554545785109e+13,1.7768084484880393e+00,3.0873835361736823e-02
6.5583578790635668e-15,9.9532321260147976e-15,4.0246364965262649e-15,8.8932283027949798e-15,1.1606151137970461e+14,-5.3728402316261445e+13,1.7709612400441259e+00,2.5772654419840002e-02
6.6196509433538808e-15,9.9547753804051981e-15,3.9747098275486655e-15,8.8577066918594169e-15,1.1575485550811223e+14,-1.1622727242387291e+13,1.7676680616267395e+00,2.4581204507756915e-02
6.6809440076441940e-15,9.9560684823569779e-15,3.9249886620939794e-15,8.8218880896147438e-15,1.1518740160583220e+14,2.5902410922597406e+13,1.7669556690586430e+00,2.7017327568668925e-02
6.7422370719345080e-15,9.9571143801595012e-15,3.8754742167334870e-15,8.7857762576441170e-15,1.1443791838991781e+14,5.4965561942121656e+13,1.7685433071965959e+00,3.2412744100776436e-02
6.8035301362248212e-15,9.9579176516681998e-15,3.8261676087715172e-15,8.7493749975644104e-15,1.1360223168958500e+14,7.3250330818467688e+13,1.7719123149184675e+00,3.9785374344281088e-02
6.8648232005151353e-15,9.9584837651411984e-15,3.7770699601209107e-15,8.7126879566824679e-15,1.1278093289184683e+14,8.0176511335357312e+13,1.7764020521546104e+00,4.7957491198115321e-02
6.9261162648054493e-15,9.9588182870853001e-15,3.7281825054192442e-15,8.6757184633190691e-15,1.1206673609572089e+14,7.6807332973684281e+13,1.7813163162184615e+00,5.5722850206575636e-02
6.9874093290957625e-15,9.9589261493885068e-15,3.6795066951096457e-15,8.6384694033239516e-15,1.1153318260668425e+14,6.5534807077161172e+13,1.7860240730163852e+00,6.2043858182713407e-02
7.0487023933860765e-15,9.9588110751727712e-15,3.6310442837661860e-15,8.6009431441909923e-15,1.1122625535560106e+14,4.9615337765154922e+13,1.7900409021598187e+00,6.6236243958702534e-02
7.1099954576763897e-15,9.9584752362634697e-15,3.5827973945313143e-15,8.5631415085711925e-15,1.1116006957693462e+14,3.2628382610596297e+13,1.7930819782472442e+00,6.8088692181081711e-02
7.1712885219667037e-15,9.9579191785231972e-15,3.5347685520802987e-15,8.5250657951283795e-15,1.1131715352829339e+14,1.7914045455828805e+13,1.7950818718002843e+00,6.7878386847917138e-02
7.2325815862570177e-15,9.9571420097024728e-15,3.4869606788717704e-15,8.4867168416410040e-15,1.1165303903371130e+14,8.0372077404791865e+12,1.7961798785401080e+00,6.6276350242690185e-02
7.2938746505473317e-15,9.9561418041380391e-15,3.4393770524141065e-15,8.4480951229983785e-15,1.1210416262266591e+14,4.3400614356101172e+12,1.7966725036308600e+00,6.4172267826995810e-02
7.3551677148376457e-15,9.9549161458998713e-15,3.3920212247277945e-15,8.4092008752382061e-15,1.1259764562463173e+14,6.6672757918347354e+12,1.7969385192954568e+00,6.2469314010684229e-02
7.4164607791279581e-15,9.9534627121624738e-15,3.3448969089312301e-15,8.3700342360000966e-15,1.1306145788406847e+14,1.3347548864037656e+13,1.7973471770592071e+00,6.1898022538366071e-02
7.4777538434182721e-15,9.9517797948442522e-15,3.2980078416355277e-15,8.3305953916476868e-15,1.1343368978287436e+14,2.1473218632452105e+13,1.7981652892298485e+00,6.2880731247189292e-02
7.5390469077085861e-15,9.9498666713240256e-15,3.2513576331636064e-15,8.2908847216808262e-15,1.1366998670384125e+14,2.7447117295952039e+13,1.7994814486000072e+00,6.5457614190072455e-02
7.6003399719989001e-15,9.9477237618469971e-15,3.2049496199775954e-15,8.2509029316861991e-15,1.1374849785686850e+14,2.7695004301789617e+13,1.8011637665250120e+00,6.9271992442580199e-02
7.6616330362892141e-15,9.9453525473183337e-15,3.1587867346095529e-15,8.2106511667467234e-15,1.1367191843693623e+14,1.9401223515033500e+13,1.8028612782042019e+00,7.3608875698821574e-02
7.7229261005795266e-15,9.9427552605323051e-15,3.1128714075374868e-15,8.1701310978637141e-15,1.1346640304488909e+14,1.1226655579173242e+12,1.8040504386444194e+00,7.7482469109746877e-02
7.7842191648698406e-15,9.9399344003403136e-15,3.0672055128128382e-15,8.1293449746620468e-15,1.1317737056287694e+14,-2.6837430777791523e+13,1.8041192502566374e+00,7.9769551776436742e-02
7.8455122291601546e-15,9.9368921465333516e-15,3.0217903650898139e-15,8.0882956387514439e-15,1.1286256147281427e+14,-6.2369126934148188e+13,1.8024743018865872e+00,7.9381736369647626e-02
7.9068052934504686e-15,9.9336297695114124e-15,2.9766267704861499e-15,8.0469864939726318e-15,1.1258315096815195e+14,-1.0182187842928384e+14,1.7986515069796818e+00,7.5459693189110943e-02
7.9680983577407826e-15,9.9301471311334657e-15,2.9317151279480169e-15,8.0054214326226134e-15,1.1239417708056653e+14,-1.4054123897292542e+14,1.7924105320389552e+00,6.7559190447557427e-02
8.0293914220310950e-15,9.9264423613267994e-15,2.8870555720317992e-15,7.9636047206143864e-15,1.1233583264028936e+14,-1.7356416899757575e+14,1.7837963288431475e+00,5.5787997806175049e-02
8.0906844863214090e-15,9.9225117706617636e-15,2.8426481427796359e-15,7.9215408490369408e-15,1.1242711164122164e+14,-1.9634308958151369e+14,1.7731580490742842e+00,4.0851836603492675e-02
8.1519775506117230e-15,9.9183500253526791e-15,2.7984929642277550e-15,7.8792343640953675e-15,1.1266285003904167e+14,-2.0539301699836438e+14,1.7611235794616058e+00,2.3983093724457394e-02
8.2132706149020370e-15,9.9139505725530765e-15,2.7545904106837720e-15,7.8366896911387657e-15,1.1301451216145567e+14,-1.9879598369289128e+14,1.7485344120659434e+00,6.7578395273324432e-03
8.2745636791923510e-15,9.9093062658409194e-15,2.7109412398932549e-15,7.7939109706651378e-15,1.1343440514113897e+14,-1.7652062191820034e+14,1.7363495970567988e+00,-9.1567830976901909e-03
8.3358567434826634e-15,9.9044101091639813e-15,2.6675466750833967e-15,7.7509019242702416e-15,1.1386254555042922e+14,-1.4051493671714277e+14,1.7255301072290006e+00,-2.2260869518798465e-02
8.3971498077729774e-15,9.8992560173693214e-15,2.6244084237388345e-15,7.7076657662194804e-15,1.1423517742763830e+14,-9.4528564641860125e+13,1.7169175161790473e+00,-3.1427573274551701e-02
8.4584428720632915e-15,9.8938394863630459e-15,2.5815286293675657e-15,7.6642051717322952e-15,1.1449384926885600e+14,-4.3646162949930016e+13,1.7111235707891825e+00,-3.6026187224012851e-02
8.5197359363536055e-15,9.8881580772161790e-15,2.5389097623530018e-15,7.6205223065511985e-15,1.1459390757993086e+14,6.4258497349870586e+12,1.7084483637174670e+00,-3.5963183161376922e-02
8.5810290006439195e-15,9.8822116447305896e-15,2.4965544656754234e-15,7.5766189145805246e-15,1.1451126510897245e+14,5.0205897637390984e+13,1.7088422237383936e+00,-3.1659150317079110e-02
8.6423220649342335e-15,9.8760022781420542e-15,2.4544653790832958e-15,7.5324964522409683e-15,1.1424643592660141e+14,8.3261813788824406e+13,1.7119194970500351e+00,-2.3979716501387749e-02
8.7036151292245459e-15,9.8695339639354962e-15,2.4126449697195221e-15,7.4881562508263354e-15,1.1382515290126669e+14,1.0286496377023195e+14,1.7170228687555216e+00,-1.4129320691985914e-02
