profile_mode_used,profile_success,scipy_available,grid_n,R_box,R_mask,eps,relax_enabled,H_scalar,H_perp,w_perp_relaxed_proxy,sigma,c2_at_chiR2,target_11_over_48,matches_w_perp_1_within_tol,status
pade,True,True,50,6.0,5.0,0.0152703116982,False,4.8474963330053535,10.062996007975043,2.0759161671683373,4.383944111445558,0.2739965069653474,0.22916666666666666,False,OPEN_GATE_PROXY_NOT_EQUAL_1
