rho,f
1e-05,7.071067811688699e-06
0.018771719824890558,0.013272441206913371
0.03753343964978112,0.02653080746338868
0.05629515947467168,0.03977518815196038
0.07505687929956223,0.05299863839330111
0.09381859912445278,0.06619426822976979
0.11258031894934335,0.07935526040590346
0.13134203877423392,0.0924748877076809
0.15010375859912448,0.10554652975936954
0.16886547842401503,0.1185636891826061
0.18762719824890559,0.13152000702914582
0.20638891807379614,0.14440927740633144
0.22515063789868672,0.15722546122266026
0.24391235772357728,0.16996269898973052
0.26267407754846783,0.1826153226261906
0.2814357973733584,0.19517786621895422
0.30019751719824894,0.2076450757067432
0.3189592370231395,0.22001191746083595
0.33772095684803005,0.23227358574760618
0.3564826766729206,0.24442550906690677
0.37524439649781116,0.25646335536947384
0.3940061163227017,0.2683830361651967
0.41276783614759227,0.2801807095422285
0.4315295559724828,0.29185278212442634
0.45029127579737344,0.30339591000144844
0.469052995622264,0.3148069986719514
0.48781471544715455,0.3260832020456928
0.506576435272045,0.3372219205549356
0.5253381550969356,0.34822079842936493
0.5440998749218261,0.35907772019177236
0.5628615947467167,0.3697908064340607
0.5816233145716072,0.380358408934692
0.6003850343964978,0.39077910517959324
0.6191467542213884,0.401051692348775
0.6379084740462789,0.41117518083057714
0.6566701938711695,0.4211487873245619
0.67543191369606,0.43097192759270814
0.6941936335209506,0.4406442089167601
0.7129553533458411,0.45016542231741724
0.7317170731707318,0.4595355345885762
0.7504787929956223,0.468754680197096
0.7692405128205129,0.4778231530956305
0.7880022326454034,0.4867413984929748
0.806763952470294,0.49551000462319045
0.8255256722951845,0.504129694551516
0.8442873921200751,0.512601318051803
0.8630491119449656,0.5209258435869574
0.8818108317698562,0.5291043504206595
0.9005725515947468,0.537138020885501
0.9193342714196373,0.5450281328296372
0.9380959912445279,0.5527760522611375
0.9568577110694184,0.5603832262064258
0.975619430894309,0.5678511757965662
0.9943811507191995,0.5751814895926569
1.0131428705440901,0.5823758171592779
1.0319045903689807,0.5894358628927717
1.0506663101938714,0.5963633801091466
1.069428030018762,0.6031601653945626
1.0881897498436524,0.6098280532196999
1.106951469668543,0.6163689108177988
1.1257131894934336,0.6227846333248193
1.1444749093183242,0.6290771391789622
1.1632366291432146,0.6352483657757361
1.1819983489681052,0.6413002653738331
1.2007600687929958,0.6472348012462742
1.2195217886178864,0.6530539440706102
1.238283508442777,0.6587596685513923
1.2570452282676674,0.6643539502676593
1.275806948092558,0.6698387627378168
1.2945686679174486,0.6752160746939927
1.3133303877423392,0.6804878475577444
1.3320921075672296,0.6856560331088545
1.3508538273921202,0.6907225713388692
1.3696155472170108,0.6956893884810181
1.3883772670419015,0.7005583952081802
1.4071389868667918,0.7053314849906296
1.4259007066916825,0.7100105326054121
1.444662426516573,0.7145973927893373
1.4634241463414637,0.719093899027748
1.482185866166354,0.7235018624714189
1.5009475859912447,0.7278230709741531
1.5197093058161353,0.7320592882438686
1.538471025641026,0.7362122531002132
1.5572327454659165,0.7402836788319945
1.575994465290807,0.7442752526479672
1.5947561851156975,0.7481886352147867
1.613517904940588,0.7520254602761942
1.6322796247654787,0.7557873343477672
1.651041344590369,0.7594758364818325
1.6698030644152597,0.7630925180973943
1.6885647842401503,0.7666389028701914
1.707326504065041,0.7701164866782412
1.7260882238899313,0.7735267375984837
1.744849943714822,0.7768710959503674
1.7636116635397125,0.7801509743824561
1.7823733833646032,0.7833677579983606
1.8011351031894938,0.786522804518513
1.8198968230143842,0.789617444474509
1.8386585428392748,0.7926529814329507
1.8574202626641654,0.7956306922459042
1.876181982489056,0.7985518273252776
1.8949437023139464,0.8014176109385994
1.913705422138837,0.8042292415238386
1.9324671419637276,0.8069878920210749
1.9512288617886182,0.8096947102189741
1.9699905816135086,0.8123508191141646
1.9887523014383992,0.8149573172817536
2.00751402126329,0.817515279255344
2.02627574108818,0.8200257559150361
2.045037460913071,0.8224897748820147
2.0637991807379614,0.8249083409184258
2.082560900562852,0.8272824363313536
2.1013226203877426,0.8296130213797992
2.120084340212633,0.8319010346836562
2.138846060037524,0.8341473936337592
2.1576077798624143,0.8363529948021614
2.1763694996873046,0.8385187143518711
2.1951312195121955,0.8406454084453475
2.213892939337086,0.842733913651115
2.2326546591619767,0.8447850473479254
2.251416378986867,0.8467996081259386
2.2701780988117575,0.8487783761844637
2.2889398186366483,0.850722113725831
2.3077015384615387,0.8526315653450243
2.326463258286429,0.8545074584147422
2.34522497811132,0.8563505034655884
2.3639866979362103,0.8581613945611385
2.382748417761101,0.8599408096676543
2.4015101375859915,0.8616894110182513
2.420271857410882,0.8634078454713566
2.4390335772357727,0.8650967448633128
2.457795297060663,0.8667567263550141
2.476557016885554,0.868388392772482
2.4953187367104444,0.8699923329413036
2.5140804565353347,0.8715691220148815
2.5328421763602256,0.8731193217964527
2.551603896185116,0.8746434810548593
2.5703656160100063,0.8761421358340576
2.589127335834897,0.8776158097563742
2.6078890556597876,0.8790650143195216
2.6266507754846784,0.8804902491874038
2.645412495309569,0.8818920024747454
2.664174215134459,0.8832707510255905
2.68293593495935,0.8846269606857226
2.7016976547842404,0.8859610865690669
2.7204593746091312,0.8872735733181397
2.7392210944340216,0.888564855358615
2.757982814258912,0.8898353571480853
2.776744534083803,0.8910854934190964
2.7955062539086932,0.8923156694165392
2.8142679737335836,0.8935262811294863
2.8330296935584744,0.894717715517561
2.851791413383365,0.8958903507319324
2.8705531332082557,0.8970445563310285
2.889314853033146,0.8981806934910637
2.9080765728580364,0.8992991152114737
2.9268382926829273,0.9004001665153596
2.9456000125078177,0.9014841846450335
2.964361732332708,0.9025514992527682
2.983123452157599,0.9036024325868443
3.0018851719824893,0.9046372996729954
3.02064689180738,0.9056564084913498
3.0394086116322705,0.9066600601489617
3.058170331457161,0.9076485490480325
3.0769320512820517,0.9086221630499152
3.095693771106942,0.9095811836349984
3.114455490931833,0.9105258860585617
3.1332172107567233,0.9114565395026978
3.1519789305816137,0.9123734072243906
3.1707406504065045,0.9132767466998407
3.189502370231395,0.9141668097651274
3.2082640900562853,0.9150438427532948
3.227025809881176,0.915908086627947
3.2457875297060665,0.9167597771134401
3.2645492495309574,0.9175991448217514
3.2833109693558478,0.9184264153761089
3.302072689180738,0.9192418095314625
3.320834409005629,0.9200455432918736
3.3395961288305194,0.920837828024901
3.35835784865541,0.9216188705730612
3.3771195684803006,0.9223888733624328
3.395881288305191,0.9231480345084816
3.414643008130082,0.9238965479191747
3.433404727954972,0.9246346033954556
3.4521664477798626,0.9253623867291448
3.4709281676047534,0.9260800797983364
3.489689887429644,0.9267878606603513
3.5084516072545346,0.9274859036423143
3.527213327079425,0.9281743794294143
3.5459750469043154,0.9288534551509092
3.5647367667292063,0.9295232944639337
3.5834984865540966,0.9301840576351688
3.6022602063789875,0.930835901620428
