knot,reference,length_coeff,A_lead,A_reference,L_HK,L_database,ratio_to_reference,status
0_1,0_1,A_M,-1.1573177617603676,-1.1573177617603676,6.283185307179586,6.283185307179586,1.0,SPECTRAL_LENGTH_FROM_HK_COEFFICIENT
3_1,0_1,A_M,-0.7773684045881303,-1.1573177617603676,4.220405060183568,16.371637,0.6716983271782628,SPECTRAL_LENGTH_FROM_HK_COEFFICIENT
4_1,0_1,A_M,-0.6792545885893436,-1.1573177617603676,3.6877360668578243,21.043322,0.586921423858687,SPECTRAL_LENGTH_FROM_HK_COEFFICIENT
