target,reference,soft_index_count,soft_volume_mode,soft_volume,S_soft_per_unit_length,length_coeff,L_HK_target,leading_length_term_half_NsoftVsoftL,Delta_RT_ren_target_reference,finite_correction_half,alpha_inv_pred_blind_v7,status
3_1,0_1,4,unit_ball,4.1887902047863905,16.755160819145562,A_M,4.220405060183568,35.35678275265569,-183.93247044939955,-91.96623522469977,-56.60945247204408,ALPHA_BLIND_COMPONENT_BUDGET_NOT_CODATA_COMPARISON
