status,fit_model,M_min,M_max,n_points,n_params,rms,A_M,A_M_se,A_sqrtM,A_sqrtM_se,A_logM,A_logM_se,F,F_se,b_inv_sqrt,b_inv_sqrt_se,b_inv,b_inv_se,knot,id,L_database,n_eigenvalues,S_all
PASS_FIT,hk+inv_sqrt+inv,12,47,36,6,0.0017779067891724426,-1.1573177617603676,0.16908642627816634,48.142905225836586,6.762016306203152,-185.0121647788019,25.04051702419822,603.1131886525643,79.67812331428397,-1240.8385602277501,162.79150971881214,759.1377401116343,97.97197432197991,0_1,0:1:1,6.283185307179586,47,1.60383322043623
PASS_FIT,hk+inv_sqrt+inv,12,47,36,6,0.0009554253687013521,-0.7773684045881303,0.09086497793532082,32.824634445438754,3.6338248787080114,-127.6985942013911,13.456467659619584,419.18071820316476,42.8180491849159,-861.4696482265424,87.48216674899045,525.1806684936669,52.64894102381322,3_1,3:1:1,16.371637,47,1.5365062557168838
PASS_FIT,hk+inv_sqrt+inv,12,47,36,6,0.000803930022486002,-0.6792545885893436,0.07645713223422508,28.928196384413887,3.057633816465136,-113.6784296031523,11.322766489741023,375.62341666594943,36.02868038853181,-774.1910880762066,73.61071056469274,475.3830761023443,44.30075412239623,4_1,4:1:1,21.043322,47,1.5284202602206258
