knot,id,source,length_samples,L_raw_arclength,L_database,relative_error_vs_database,status
0_1,0:1:1,xml_fourier,12000,6.283185235405798,6.283185,3.746599835180093e-08,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
6_1,6:1:1,xml_fourier,12000,28.35897142590693,28.354929,0.00014256519234913823,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
