normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-57.361837891264855,-57.361837891264855,0.20911363457188456,FAIL_NOT_SUBLEADING
Mmax,M_max,1023.0,-57.361837891264855,-0.05607217780182293,0.0002044121550067298,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),31.984371183438952,-57.361837891264855,-1.7934333478772904,0.006537994240141904,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-57.361837891264855,-3.503732576727963,0.012772921521035714,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-57.361837891264855,-0.2140123542152787,0.000780185971692123,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-57.361837891264855,-0.013072141424542865,4.7654731881248214e-05,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-57.361837891264855,-3.423532516961544,0.012480550728760382,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-57.361837891264855,-0.20911363457188456,0.0007623275991741317,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-57.361837891264855,-0.20911363457188456,0.0007623275991741317,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-57.361837891264855,-0.4182272691437691,0.0015246551983482634,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,16748.184651,-57.361837891264855,-0.003424958530525868,1.248574928742494e-05,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,523.6365146885229,-57.361837891264855,-0.109545144928225,0.0003993488397123577,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,274195.1995151437,-57.361837891264855,-0.00020920073725833694,7.626451336188885e-07,PASS_SUBLEADING_CORRECTION
