global_A_K,global_a_K,plateau_A_K,plateau_A_spread,plateau_n,fit_method_used,A_K_used,A_required_1_over_4pi,A_ratio_to_required,A_K,a_nc_over_r_core,r_core_ref_m,a_nc_m,ropelength_L_over_D,eta,Xi_sph,core_factor,core_factor_source,delta_cell,E0_topological,E_eff,alpha_cell,alpha_cell_inverse,alpha_CODATA_2022,alpha_CODATA_2022_inverse,relative_error_vs_CODATA_2022,v_core_pred_m_per_s
0.07832881058152323,-0.23942201780170108,0.08092030434111593,0.022937675935839227,15,plateau_0.12,0.08092030434111593,0.07957747154594767,1.0168745345772001,0.08092030434111593,1.0084019707325051,1.40897017e-15,1.420808296131313e-15,16.371637,0.015270311698213197,1.0460441175140003,0.7853981633974483,pi/4 theorem limit,1.0937071468251517e-05,274.074996,274.0719984221811,0.007297352562516057,137.03599921109054,0.0072973525643,137.03599917759013,-2.4446438204014913e-10,1093845.6308046437
