global_A_K,global_a_K,plateau_A_K,plateau_A_spread,plateau_n,fit_method_used,A_K_used,A_required_1_over_4pi,A_ratio_to_required
0.07832881058152323,-0.23942201780170108,0.08092030434111593,0.022937675935839227,15,plateau_0.12,0.08092030434111593,0.07957747154594767,1.0168745345772001
