coefficient_source,n_geom,n_int_target,n_int_actual,length_dimless_from_samples,length_ref_from_coeff_file,diameter_ref_from_coeff_file,ropelength_L_over_D,d_min_dimless,median_ds
"ideal.txt (3:1:1, 183 modes, k_max=250)",4000,4000,4000,16.372460430715797,16.371637,1.0,16.371637,0.9999707757876269,0.004093117515607504
