normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-111.88097809237976,-111.88097809237976,0.4078641624542103,FAIL_NOT_SUBLEADING
Mmax,M_max,1023.0,-111.88097809237976,-0.10936556998277591,0.00039869419594741964,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),31.984371183438952,-111.88097809237976,-3.497988985017474,0.012751983151865012,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-111.88097809237976,-6.833829634286404,0.02491285156482582,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-111.88097809237976,-0.41741883443215877,0.0015217080347448347,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-111.88097809237976,-0.025496462841935644,9.294782401691624e-05,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-111.88097809237976,-6.677404013009359,0.024342599086733772,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-111.88097809237976,-0.4078641624542103,0.0014868763023962587,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-111.88097809237976,-0.4078641624542103,0.0014868763023962587,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-111.88097809237976,-0.8157283249084206,0.0029737526047925174,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,16748.184651,-111.88097809237976,-0.006680185370758949,2.4352738577542346e-05,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,523.6365146885229,-111.88097809237976,-0.21366152847253297,0.0007789070299973676,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,274195.1995151437,-111.88097809237976,-0.0004080340512533321,1.4874956351366907e-06,PASS_SUBLEADING_CORRECTION
