a_dimless,E_BS_norm,E_BS_per_length
0.012279352546822511,5.354489204179699,0.3270424275470735
0.014204668912877636,5.141440527665641,0.31402980324325386
0.01643186138317076,4.815767962584946,0.29413831738754753
0.019008262013833845,4.815767962584946,0.29413831738754753
0.021988624195467626,4.5552511124410024,0.2782264236775956
0.0254362862663416,4.338175306882547,0.264967829682083
0.029424517571983465,4.152132150933317,0.253604653283733
0.0340380755774726,3.989366386083396,0.24366321744770175
0.03937500712402123,3.8447078287891374,0.23482773679979194
0.045548732109955616,3.5962228083436356,0.21965072528725665
0.0526904538782626,3.487790141330155,0.2130278558979953
0.060951947535999675,3.294821628990198,0.2012416913714996
0.07050878546263456,3.0504526466626354,0.18631607995459182
0.08156406855547217,2.909927750863456,0.1777330758060189
0.09435274250819856,2.6678681689985138,0.1629485183542371
0.10914659085162992,2.51221911354007,0.15344175813837876
0.12626001086823685,2.330382840370614,0.14233553046179087
0.14605669512955957,2.1344919891134113,0.13037087480809945
0.16895736065183353,1.9336560975626331,0.11810418511899219
0.19544868992901349,1.7607222641995366,0.10754170221699284
0.22609367385707388,1.5625094454172324,0.09543522502493659
0.261543576356306,1.372643427136237,0.08383855517287243
0.30255177496248475,1.1923784730554168,0.07282830079823784
0.3499897715256694,1.019267711692448,0.062255011456936286
