status,fit_model,M_min,M_max,n_points,n_params,rms,A_M,A_M_se,A_sqrtM,A_sqrtM_se,A_logM,A_logM_se,F,F_se,b_inv_sqrt,b_inv_sqrt_se,b_inv,b_inv_se,knot,reference,DeltaF_pair,half_DeltaF_pair,max_common_modes,status_note
PASS_FIT,hk+inv_sqrt+inv,80,319,240,6,0.0005005266727935608,-0.012803239956637033,0.00264189280121658,1.2705166555760974,0.2750527731266706,-11.89549612386373,2.652566007256762,60.133933394042856,13.51835240752052,-197.91744734476035,44.92589243382584,305.40488558616414,70.46532184918186,3_1,0_1,60.133933394042856,30.066966697021428,319,DIRECT_PAIR_SUBTRACTED_FIT_NO_SEPARATE_FK_MINUS_FREF
PASS_FIT,hk+inv_sqrt+inv,80,319,240,6,0.0007445368272246523,-0.04644469005665381,0.00392983349540038,4.648690186859217,0.40914286921036186,-43.554765562933596,3.94570996191738,219.86715564220597,20.1086410732626,-721.9796982755129,66.82757029956029,1111.6600771760097,104.81764511397436,4_1,0_1,219.86715564220597,109.93357782110299,319,DIRECT_PAIR_SUBTRACTED_FIT_NO_SEPARATE_FK_MINUS_FREF
