model,status,n_points,M_min,M_max,rms,S_inf,S_inf_se,alpha_inv_pred_blind,c_sqrt,c_sqrt_se,knot,reference,target_selected,fit_tail_frac,max_common_modes,c_inv,c_inv_se,c_threehalf,c_threehalf_se
sqrt,PASS_FIT,162,54,215,0.14004135432272818,0.6675768067258377,0.05637445234209793,0.3337884033629189,-0.9376084272425903,0.6078870428977116,10_1,0_1,True,0.75,215,,,,
sqrt+inv,PASS_FIT,162,54,215,0.11286417067116357,-1.6690848186325848,0.2563576826740578,-0.8345424093162924,48.874314980235155,5.400268737988972,10_1,0_1,True,0.75,215,-254.97134418073375,27.527547642884873,,
sqrt+inv+threehalf,PASS_FIT,162,54,215,0.07556781323387132,-15.199017167274281,0.9854315399680601,-7.5995085836371405,477.5910261700743,30.95777587934896,10_1,0_1,True,0.75,215,-4674.357029310852,317.46619581677515,14824.443761305196,1063.1050932858984
