target,reference,soft_index_count,soft_volume_mode,soft_volume_value,soft_action,soft_alpha_inv_half,status
10_1,0_1,4,unit_ball,4.1887902047863905,16.755160819145562,8.377580409572781,EXPLICIT_SEPARATED_SOFT_TERM_NOT_ALPHA_FIT
