normalizer,n_runs,n_valid,pass_count,pass_fraction,alpha_inv_blind_v13_mean,alpha_inv_blind_v13_std,alpha_inv_blind_v13_span,alpha_inv_blind_v13_cv_abs,abs_correction_ratio_mean,abs_correction_ratio_max,DeltaF_phys_cert_mean,DeltaF_phys_cert_std,stability_gate
raw,32,32,5,0.15625,209.91945564872603,142.36986035938884,620.6424329970641,0.6782118404385871,0.655773998640207,4.051007687172887,145.52950048977831,284.7397207187777,FAIL_CERTIFIED_STABILITY_GATE
Mmax,32,32,32,1.0,137.4065287780987,0.48878766527023787,2.0011554183216447,0.0035572375608119286,0.0022731379316765143,0.013025748190266518,0.5036467485236673,0.977575330540474,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM,32,32,25,0.78125,141.43021687676332,8.324757318264279,35.241764772086924,0.05886123561217573,0.038550800901490975,0.2297115714324117,8.551022945852937,16.649514636528565,FAIL_CERTIFIED_STABILITY_GATE
Lcert,32,32,25,0.78125,141.59926707136526,8.69612857647582,37.909613620010276,0.06141365528462106,0.04005549345127839,0.24744060029995088,8.88912333505674,17.39225715295164,FAIL_CERTIFIED_STABILITY_GATE
Lcert2,32,32,32,1.0,137.42618477193724,0.5311703757220954,2.3155664653455403,0.0038651322279199415,0.002446639480907034,0.015113980373492942,0.5429587362007073,1.0623407514441983,PASS_CERTIFIED_STABLE_NORMALIZER
Lcert3,32,32,32,1.0,137.171287702119,0.0324445488085366,0.14143768673503132,0.0002365258018062289,0.00014944378994641974,0.0009231807652156557,0.03316459656421085,0.06488909761706774,PASS_CERTIFIED_STABLE_NORMALIZER
NsoftV,32,32,25,0.78125,141.49753153545737,8.49707513381236,37.0418666640237,0.060051048534957,0.03913862753802255,0.2417767117188118,8.685652263240982,16.994150267624715,FAIL_CERTIFIED_STABILITY_GATE
NsoftV_Lcert,32,32,32,1.0,137.41997063856084,0.519011943265806,2.2625633993731924,0.003776830549839808,0.0023906361677834996,0.014768022997261166,0.5305304694479229,1.0380238865316105,PASS_CERTIFIED_STABLE_NORMALIZER
leading_full_cert,32,32,32,1.0,137.41997063856084,0.519011943265806,2.2625633993731924,0.003776830549839808,0.0023906361677834996,0.014768022997261166,0.5305304694479229,1.0380238865316105,PASS_CERTIFIED_STABLE_NORMALIZER
leading_half_cert,32,32,32,1.0,137.68523587328482,1.0380238865316136,4.525126798746356,0.007539108169062753,0.004781272335566999,0.029536045994522333,1.0610609388958459,2.076047773063221,PASS_CERTIFIED_STABLE_NORMALIZER
M_Lcert,32,32,32,1.0,137.17008708950837,0.029855760011675902,0.122233067977362,0.0002176550343092948,0.00013884609899892812,0.0007956289398712247,0.03076337134299199,0.05971152002334732,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM_Lcert,32,32,32,1.0,137.41585897528037,0.5084865562475086,2.1526109314595203,0.0037003484171283306,0.0023547309839261022,0.01403106918583717,0.5223071428869903,1.016973112495016,PASS_CERTIFIED_STABLE_NORMALIZER
M_Lcert2,32,32,32,1.0,137.15564493637547,0.001823627045458669,0.00746614819135516,1.3296040759420608e-05,8.480892839178397e-06,4.8598007631810106e-05,0.0018790650771814688,0.0036472540909224483,PASS_CERTIFIED_STABLE_NORMALIZER
