knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.21187725419716036,0.2118900348760434,-1.27806788830509e-05,-6.39033944152545e-06
3_1,0_1,2,0.42375396887463357,0.42377957973677427,-2.5610862140701407e-05,-1.2805431070350703e-05
3_1,0_1,3,0.6354362049495635,0.6354027455514694,3.345939809418219e-05,1.6729699047091096e-05
3_1,0_1,4,0.7673076073476323,0.7194944600977101,0.04781314724992214,0.02390657362496107
3_1,0_1,5,0.8511283491256144,0.8033193042920215,0.04780904483359294,0.02390452241679647
3_1,0_1,6,0.9349490151489348,0.8871441470852373,0.04780486806369755,0.023902434031848774
3_1,0_1,7,1.018755224890513,0.9709470654642981,0.04780815942621486,0.02390407971310743
3_1,0_1,8,1.1025597775884497,1.0547483571257903,0.047811420462659404,0.023905710231329702
3_1,0_1,9,1.1863124216147403,1.1330416259931686,0.053270795621571665,0.026635397810785832
3_1,0_1,10,1.2294033154319337,1.1761330761233966,0.05327023930853714,0.02663511965426857
3_1,0_1,11,1.2724942003339372,1.219224524888355,0.05326967544558214,0.02663483772279107
3_1,0_1,12,1.3155827620232992,1.2623129540193092,0.05326980800398995,0.026634904001994975
3_1,0_1,13,1.3586710467286942,1.3054010509421077,0.05326999578658653,0.026634997893293266
3_1,0_1,14,1.4017556696203743,1.3484859086200434,0.053269761000330984,0.026634880500165492
3_1,0_1,15,1.4448366710681528,1.3915671877657518,0.053269483302401,0.0266347416512005
3_1,0_1,16,1.4878881892489058,1.4346185251400125,0.05326966410889322,0.02663483205444661
3_1,0_1,17,1.5138430185645506,1.460573396243086,0.053269622321464594,0.026634811160732297
3_1,0_1,18,1.5397978424758605,1.486528262146463,0.05326958032939744,0.02663479016469872
3_1,0_1,19,1.5657515565734454,1.5124819817528816,0.053269574820563825,0.026634787410281913
3_1,0_1,20,1.591704390723298,1.5384348073196135,0.053269583403684484,0.026634791701842242
3_1,0_1,21,1.6176572188139346,1.5643876258000522,0.053269593013882455,0.026634796506941227
3_1,0_1,22,1.6436092985637463,1.59033972502496,0.05326957353878625,0.026634786769393126
3_1,0_1,23,1.6695577433495983,1.6162881737609252,0.05326956958867313,0.026634784794336563
3_1,0_1,24,1.6955003769588832,1.642230801586461,0.05326957537242216,0.02663478768621108
3_1,0_1,25,1.721423726106986,1.6681540869654032,0.05326963914158278,0.02663481957079139
3_1,0_1,26,1.7386650385377753,1.685395400203308,0.053269638334467295,0.026634819167233648
3_1,0_1,27,1.7559038586586804,1.7026342234331053,0.05326963522557504,0.02663481761278752
3_1,0_1,28,1.7731426787772895,1.7198730466606171,0.05326963211667235,0.026634816058336175
3_1,0_1,29,1.7903793049005434,1.737109672054621,0.05326963284592234,0.02663481642296117
3_1,0_1,30,1.8076158843397867,1.754346250812932,0.053269633526854765,0.026634816763427382
3_1,0_1,31,1.824852110035004,1.7715824783360994,0.05326963169890453,0.026634815849452265
3_1,0_1,32,1.8420882040682116,1.7888185743274636,0.053269629740748003,0.026634814870374002
3_1,0_1,33,1.8593238107255603,1.8060541817190838,0.05326962900647647,0.026634814503238236
3_1,0_1,34,1.8765558931415063,1.8232862643966525,0.05326962874485375,0.026634814372426874
3_1,0_1,35,1.8937807109624805,1.8405110860255252,0.05326962493695531,0.026634812468477653
3_1,0_1,36,1.9109930156775092,1.8577233903500512,0.05326962532745805,0.026634812663729024
3_1,0_1,37,1.9231994747050376,1.8699298508326263,0.0532696238724113,0.02663481193620565
3_1,0_1,38,1.935397213218266,1.8821275895645915,0.05326962365367449,0.026634811826837246
3_1,0_1,39,1.9475949514718303,1.8943253280369232,0.05326962343490704,0.02663481171745352
3_1,0_1,40,1.9597905862312293,1.9065209628448758,0.05326962338635344,0.02663481169317672
3_1,0_1,41,1.9719858931434764,1.9187162697176143,0.053269623425862056,0.026634811712931028
