normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,66.31413702831874,66.31413702831874,0.2417494056549649,FAIL_NOT_SUBLEADING
Mmax,M_max,163.0,66.31413702831874,0.406835196492753,0.0014831251880672693,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),12.767145334803704,66.31413702831874,5.1941240809364,0.018935274825762904,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,66.31413702831874,4.050550169681794,0.014766355108836393,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,66.31413702831874,0.2474126545611654,0.0009019473806337382,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,66.31413702831874,0.015112273412925377,5.509207055065649e-05,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,66.31413702831874,3.9578335143488323,0.014428354837318299,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,66.31413702831874,0.2417494056549649,0.0008813019026330904,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,66.31413702831874,0.2417494056549649,0.0008813019026330904,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,66.31413702831874,0.4834988113099298,0.0017626038052661807,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,2668.576831,66.31413702831874,0.024850001040992605,9.059113563703309e-05,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,209.0190689476497,66.31413702831874,0.31726357486037593,0.0011565901947229167,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,43688.971183742346,66.31413702831874,0.0015178690463875178,5.5334195130904184e-06,PASS_SUBLEADING_CORRECTION
