normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-313.051891672446,-313.051891672446,1.1412364262337893,FAIL_NOT_SUBLEADING
Mmax,M_max,37.0,-313.051891672446,-8.460861937093135,0.03084422773604836,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),6.082762530298219,-313.051891672446,-51.46541396497654,0.18761811274882007,FAIL_NOT_SUBLEADING
Lcert,certified length,16.371637,-313.051891672446,-19.12159985421409,0.06970814379977942,FAIL_NOT_SUBLEADING
Lcert2,certified length squared,268.030498059769,-313.051891672446,-1.1679711597694287,0.0042578603349059975,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-313.051891672446,-0.07134113465681095,0.000260075417925892,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-313.051891672446,-18.683908501476875,0.06811253192686378,FAIL_NOT_SUBLEADING
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-313.051891672446,-1.1412364262337893,0.0041603983723108315,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-313.051891672446,-1.1412364262337893,0.0041603983723108315,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-313.051891672446,-2.2824728524675786,0.008320796744621663,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,605.750569,-313.051891672446,-0.5167999960598403,0.0018840038864805248,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,99.58478010324394,-313.051891672446,-3.1435716516910643,0.011459948247619959,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,9917.128428211454,-313.051891672446,-0.03156678810187645,0.00011507730634881074,PASS_SUBLEADING_CORRECTION
