name,s,A,lambda_SE,sigma,epsilon,denom,valid_partition,valid_clock,chi_total,chi_3,chi_att,chi_residual,chi_residual_abs,Gamma_total_m2_s,Gamma_3_m2_s,Gamma_att_m2_s,u_theta0_m_s,u_theta3_m_s,beta0,beta3,S_t0,S_t,delta_S_t,frac_delta_S_t,swirl_energy_density0_J_m3,swirl_energy_density3_J_m3,frac_delta_energy_density,kappa,frac_delta_frequency,passes_frequency_bound,frequency_tolerance,neutrality_mode,neutrality_proxy_abs_epsilon,passes_neutrality_bound,neutrality_tolerance,status
single,0.6931471805599453,1.0,1e-13,1,6.931471805599453e-14,1.0000000000000693,True,True,0.15915494309189535,0.15915494309188433,1.1031780007631815e-14,0.0,0.0,9.683619203488876e-09,9.683619203488204e-09,6.712173348513992e-22,1093845.63,1093845.6299999242,1.3312838585828803e-05,1.331283858582696e-05,0.999993343558553,0.999993343558553,0.0,0.0,418774.3917945338,418774.3917944759,-1.383337888682945e-13,3.0,-2.078337502098293e-13,True,1e-12,compensated,6.931471805599453e-14,True,1e-20,PASS
