target,reference,normalizer,length_source,L_long_target,NsoftV,leading_full_inside_bracket,leading_half_alpha_inv,DeltaF_pair_raw,normalizer_denominator,DeltaF_phys_normalized,finite_correction_half,alpha_inv_pred_blind_v9,correction_to_leading_ratio,subleading_threshold,gate,status
3_1,0_1,raw,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-79.39885243902464,1.0,-79.39885243902464,-39.69942621951232,97.4621744025289,0.2894354253630138,0.05,FAIL_NOT_SUBLEADING,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,Mmax,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-79.39885243902464,335.0,-0.237011499817984,-0.118505749908992,137.04309487213223,0.0008639863443672054,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,sqrtM,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-79.39885243902464,18.303005217723125,-4.338022717828945,-2.1690113589144726,134.99258926312675,0.01581354656899449,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,L,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-79.39885243902464,16.372460056045686,-4.849537098715099,-2.4247685493575495,134.73683207268368,0.017678187906534977,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,L2,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-79.39885243902464,268.0574482868115,-0.2962008813650677,-0.14810044068253386,137.0135001813587,0.001079751475711015,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,L3,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-79.39885243902464,4388.759864801354,-0.0180914096202478,-0.0090457048101239,137.1525549172311,6.594925087707309e-05,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,NsoftV,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-79.39885243902464,16.755160819145562,-4.738769940560536,-2.369384970280268,134.79221565176096,0.017274404494660868,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,NsoftV_L,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-79.39885243902464,274.32320124408244,-0.2894354253630138,-0.1447177126815069,137.0168829093597,0.0010550891213371525,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,leading_full,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-79.39885243902464,274.32320124408244,-0.2894354253630138,-0.1447177126815069,137.0168829093597,0.0010550891213371525,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,leading_half,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-79.39885243902464,137.16160062204122,-0.5788708507260276,-0.2894354253630138,136.8721651966782,0.002110178242674305,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,M_L,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-79.39885243902464,5484.7741187753045,-0.014476230145418205,-0.0072381150727091025,137.1543625069685,5.277071016876112e-05,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,sqrtM_L,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-79.39885243902464,299.66522183276766,-0.2649585158845502,-0.1324792579422751,137.02912136409896,0.0009658625835617897,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,M_L2,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-79.39885243902464,89799.24517608185,-0.0008841817354181127,-0.00044209086770905637,137.1611585311735,3.2231387334657164e-06,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
