observable,E_candidate,value_interp,d2_interp,classification,derives_E0,is_interior,bracket_E_lo,bracket_E_hi,reason
action_total,274.0749546263457,9260.047211825358,20209.10192287304,interior_minimum,True,True,273.9313476574032,274.1195450381919,sign_change_in_log_derivative
action_bem,290.0,7014.598594926814,0.011138875582663847,no_interior_stationary_point,False,False,,,closest_abs_derivative_at_boundary
lambda_min,290.0,314.8092387262546,0.003661334530218081,no_interior_stationary_point,False,False,,,closest_abs_derivative_at_boundary
