knot,id,conway,L_database,D_database,raw_spectrum_file,n_eigenvalues,min_eig,max_eig,S_all,boundary_nodes,selected_nodes,tube_radius,outer_radius,screening_mu,n_center,n_theta,n_sphere,boundary_subspace,operator_backend,scipy
0_1,0:1:1,0,6.283185,1.0,raw_spectrum_0_1.npy,195,0.808267269526437,0.9988908388440171,2.4797693458060786,476,196,0.009846436270652062,0.5743703656091455,1.7410368986210758,40,7,196,sphere,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
3_1,3:1:1,3,16.371637,1.0,raw_spectrum_3_1.npy,195,0.8082672695264363,0.9988908388440171,2.4797693458060217,476,196,0.00615528413593582,0.35279559788822,2.8345024880861485,40,7,196,sphere,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
4_1,4:1:1,2 2,21.043322,1.0,raw_spectrum_4_1.npy,195,0.808267269526436,0.9988908388440165,2.4797693458059586,476,196,0.004810199839492365,0.2902615547514514,3.4451686199238196,40,7,196,sphere,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
