normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,343.50198764447794,343.50198764447794,1.2522428108939982,FAIL_NOT_SUBLEADING
Mmax,M_max,99.0,343.50198764447794,3.4697170469139187,0.012648917281757559,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),9.9498743710662,343.50198764447794,34.5232487199403,0.1258551378834959,FAIL_NOT_SUBLEADING
Lcert,certified length,16.371637,343.50198764447794,20.981529681147826,0.076488552176792,FAIL_NOT_SUBLEADING
Lcert2,certified length squared,268.030498059769,343.50198764447794,1.2815779925457562,0.004672016132338629,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,343.50198764447794,0.07828038164697618,0.00028537257039956535,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,343.50198764447794,20.501264735816186,0.07473773748940102,FAIL_NOT_SUBLEADING
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,343.50198764447794,1.2522428108939982,0.0045650741883295496,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,343.50198764447794,1.2522428108939982,0.0045650741883295496,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,343.50198764447794,2.5044856217879965,0.009130148376659099,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,1620.7920629999999,343.50198764447794,0.21193464324391745,0.0007726116381494142,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,162.89573139869913,343.50198764447794,2.108723075153712,0.0076873887372103265,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,26535.01930791713,343.50198764447794,0.01294523224793693,4.7192082144834634e-05,PASS_SUBLEADING_CORRECTION
