model,status,n_points,M_min,M_max,rms,S_inf,S_inf_se,alpha_inv_pred_blind,c_sqrt,c_sqrt_se,knot,reference,target_selected,fit_tail_frac,max_common_modes,c_inv,c_inv_se,c_threehalf,c_threehalf_se
sqrt,PASS_FIT,36,12,47,0.0067352084664805975,-0.15411636480389607,0.0057873276548640554,-0.07705818240194803,0.6137940019585868,0.029159358180267436,3_1,0_1,True,0.75,47,,,,
sqrt+inv,PASS_FIT,36,12,47,0.0022063380115038157,-0.3281486579450406,0.010678552153164832,-0.1640743289725203,2.3470772491420777,0.10506079682690768,3_1,0_1,True,0.75,47,-4.139369797012022,0.24983198322718367,,
sqrt+inv+threehalf,PASS_FIT,36,12,47,0.002091470599118213,-0.2189756919332696,0.05835979852794047,-0.1094878459666348,0.7304930914811654,0.8566453127328424,3_1,0_1,True,0.75,47,3.6422893712540354,4.101803029220165,-12.17992757134489,6.409136568224216
sqrt,PASS_FIT,36,12,47,0.008954028448708405,-0.16829498190278483,0.0076938815957284705,-0.08414749095139241,0.698748114317347,0.03876549983442816,4_1,0_1,False,0.75,47,,,,
sqrt+inv,PASS_FIT,36,12,47,0.0022979537060519146,-0.4049698734961747,0.011121966973187574,-0.20248493674808735,3.055923424850597,0.10942332778131636,4_1,0_1,False,0.75,47,-5.629328214265511,0.26020597422237435,,
sqrt+inv+threehalf,PASS_FIT,36,12,47,0.0022701433611605547,-0.4603512828917651,0.06334543227274088,-0.23017564144588254,3.8759864159778337,0.9298278782353809,4_1,0_1,False,0.75,47,-9.576818769099665,4.452216980481732,6.178650080502237,6.956664290313161
