label,returncode,outdir,command
C1_paired_fine,0,outputs_routeB_BEM_v14_stageC\grids\C1_paired_fine,"C:\Program Files\Python313\python.exe C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem_v3_1_sstcore_package\routeB_RT_bem_v14_certified_convergence.py --outdir outputs_routeB_BEM_v14_stageC\grids\C1_paired_fine --ideal ideal.txt --v13-script  --v8-script  --from-bemv13-outdirs  --ideal-xml-knot-ids 0:1:1,3:1:1,4:1:1 --target 3_1 --reference 0_1 --mu-mode inverse_outer_radius --mu-value 1.0 --boundary-subspace all --max-raw-modes 0 --fit-min-M 4 --counterterm-fit-min-M 4 --fit-tail-frac 0.75 --counterterm-tail-frac 0.75 --fit-models sqrt,sqrt+inv,sqrt+inv+threehalf --counterterm-models hk,hk+inv_sqrt,hk+inv_sqrt+inv --soft-index-count 4 --soft-volume-mode unit_ball --soft-volume-value 0.0 --length-samples 4000 --length-fit-model hk+inv_sqrt+inv --length-coeff A_M --length-fit-min-M 4 --length-fit-tail-frac 0.75 --pair-fit-model hk+inv_sqrt+inv --pair-fit-min-M 4 --pair-fit-tail-frac 0.75 --normalizers raw,Mmax,sqrtM,Lcert,Lcert2,Lcert3,NsoftV,NsoftV_Lcert,leading_full_cert,leading_half_cert,M_Lcert,sqrtM_Lcert,M_Lcert2 --preferred-normalizer M_Lcert2 --subleading-threshold 0.05 --alpha-cv-threshold 0.01 --min-grid-runs 3 --subrun-timeout 180 --grid-run-timeout 260 --grid-mode paired --n-center-list 24,32,40,48 --n-theta-list 5,6,7,8 --n-sphere-list 96,144,196,256 --tube-fraction-list 0.35,0.30,0.25,0.20 --outer-factor-list 2.4,2.8,3.2,3.6 --pair-fit-min-M 10 --length-samples 24000"
C2_paired_fine_alt_tail,0,outputs_routeB_BEM_v14_stageC\grids\C2_paired_fine_alt_tail,"C:\Program Files\Python313\python.exe C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem_v3_1_sstcore_package\routeB_RT_bem_v14_certified_convergence.py --outdir outputs_routeB_BEM_v14_stageC\grids\C2_paired_fine_alt_tail --ideal ideal.txt --v13-script  --v8-script  --from-bemv13-outdirs  --ideal-xml-knot-ids 0:1:1,3:1:1,4:1:1 --target 3_1 --reference 0_1 --mu-mode inverse_outer_radius --mu-value 1.0 --boundary-subspace all --max-raw-modes 0 --fit-min-M 4 --counterterm-fit-min-M 4 --fit-tail-frac 0.75 --counterterm-tail-frac 0.75 --fit-models sqrt,sqrt+inv,sqrt+inv+threehalf --counterterm-models hk,hk+inv_sqrt,hk+inv_sqrt+inv --soft-index-count 4 --soft-volume-mode unit_ball --soft-volume-value 0.0 --length-samples 4000 --length-fit-model hk+inv_sqrt+inv --length-coeff A_M --length-fit-min-M 4 --length-fit-tail-frac 0.75 --pair-fit-model hk+inv_sqrt+inv --pair-fit-min-M 4 --pair-fit-tail-frac 0.75 --normalizers raw,Mmax,sqrtM,Lcert,Lcert2,Lcert3,NsoftV,NsoftV_Lcert,leading_full_cert,leading_half_cert,M_Lcert,sqrtM_Lcert,M_Lcert2 --preferred-normalizer M_Lcert2 --subleading-threshold 0.05 --alpha-cv-threshold 0.01 --min-grid-runs 3 --subrun-timeout 180 --grid-run-timeout 260 --grid-mode paired --n-center-list 24,32,40,48 --n-theta-list 5,6,7,8 --n-sphere-list 96,144,196,256 --tube-fraction-list 0.34,0.29,0.24,0.19 --outer-factor-list 2.6,3.0,3.4,3.8 --pair-fit-min-M 12 --pair-fit-tail-frac 0.65 --length-samples 24000"
C3_cartesian_fine_small,0,outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small,"C:\Program Files\Python313\python.exe C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem_v3_1_sstcore_package\routeB_RT_bem_v14_certified_convergence.py --outdir outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small --ideal ideal.txt --v13-script  --v8-script  --from-bemv13-outdirs  --ideal-xml-knot-ids 0:1:1,3:1:1,4:1:1 --target 3_1 --reference 0_1 --mu-mode inverse_outer_radius --mu-value 1.0 --boundary-subspace all --max-raw-modes 0 --fit-min-M 4 --counterterm-fit-min-M 4 --fit-tail-frac 0.75 --counterterm-tail-frac 0.75 --fit-models sqrt,sqrt+inv,sqrt+inv+threehalf --counterterm-models hk,hk+inv_sqrt,hk+inv_sqrt+inv --soft-index-count 4 --soft-volume-mode unit_ball --soft-volume-value 0.0 --length-samples 4000 --length-fit-model hk+inv_sqrt+inv --length-coeff A_M --length-fit-min-M 4 --length-fit-tail-frac 0.75 --pair-fit-model hk+inv_sqrt+inv --pair-fit-min-M 4 --pair-fit-tail-frac 0.75 --normalizers raw,Mmax,sqrtM,Lcert,Lcert2,Lcert3,NsoftV,NsoftV_Lcert,leading_full_cert,leading_half_cert,M_Lcert,sqrtM_Lcert,M_Lcert2 --preferred-normalizer M_Lcert2 --subleading-threshold 0.05 --alpha-cv-threshold 0.01 --min-grid-runs 3 --subrun-timeout 180 --grid-run-timeout 260 --grid-mode cartesian --n-center-list 24,32 --n-theta-list 5,7 --n-sphere-list 96,144 --tube-fraction-list 0.30,0.24 --outer-factor-list 2.8,3.4 --pair-fit-min-M 10 --length-samples 24000"
C4_tube_boundary_only,0,outputs_routeB_BEM_v14_stageC\grids\C4_tube_boundary_only,"C:\Program Files\Python313\python.exe C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem_v3_1_sstcore_package\routeB_RT_bem_v14_certified_convergence.py --outdir outputs_routeB_BEM_v14_stageC\grids\C4_tube_boundary_only --ideal ideal.txt --v13-script  --v8-script  --from-bemv13-outdirs  --ideal-xml-knot-ids 0:1:1,3:1:1,4:1:1 --target 3_1 --reference 0_1 --mu-mode inverse_outer_radius --mu-value 1.0 --boundary-subspace all --max-raw-modes 0 --fit-min-M 4 --counterterm-fit-min-M 4 --fit-tail-frac 0.75 --counterterm-tail-frac 0.75 --fit-models sqrt,sqrt+inv,sqrt+inv+threehalf --counterterm-models hk,hk+inv_sqrt,hk+inv_sqrt+inv --soft-index-count 4 --soft-volume-mode unit_ball --soft-volume-value 0.0 --length-samples 4000 --length-fit-model hk+inv_sqrt+inv --length-coeff A_M --length-fit-min-M 4 --length-fit-tail-frac 0.75 --pair-fit-model hk+inv_sqrt+inv --pair-fit-min-M 4 --pair-fit-tail-frac 0.75 --normalizers raw,Mmax,sqrtM,Lcert,Lcert2,Lcert3,NsoftV,NsoftV_Lcert,leading_full_cert,leading_half_cert,M_Lcert,sqrtM_Lcert,M_Lcert2 --preferred-normalizer M_Lcert2 --subleading-threshold 0.05 --alpha-cv-threshold 0.01 --min-grid-runs 3 --subrun-timeout 180 --grid-run-timeout 260 --grid-mode paired --boundary-subspace tube --n-center-list 24,32,40 --n-theta-list 5,6,7 --n-sphere-list 96,144,196 --tube-fraction-list 0.32,0.26,0.20 --outer-factor-list 3.0,3.2,3.4 --pair-fit-min-M 10 --length-samples 24000"
C5_sphere_boundary_only,0,outputs_routeB_BEM_v14_stageC\grids\C5_sphere_boundary_only,"C:\Program Files\Python313\python.exe C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem_v3_1_sstcore_package\routeB_RT_bem_v14_certified_convergence.py --outdir outputs_routeB_BEM_v14_stageC\grids\C5_sphere_boundary_only --ideal ideal.txt --v13-script  --v8-script  --from-bemv13-outdirs  --ideal-xml-knot-ids 0:1:1,3:1:1,4:1:1 --target 3_1 --reference 0_1 --mu-mode inverse_outer_radius --mu-value 1.0 --boundary-subspace all --max-raw-modes 0 --fit-min-M 4 --counterterm-fit-min-M 4 --fit-tail-frac 0.75 --counterterm-tail-frac 0.75 --fit-models sqrt,sqrt+inv,sqrt+inv+threehalf --counterterm-models hk,hk+inv_sqrt,hk+inv_sqrt+inv --soft-index-count 4 --soft-volume-mode unit_ball --soft-volume-value 0.0 --length-samples 4000 --length-fit-model hk+inv_sqrt+inv --length-coeff A_M --length-fit-min-M 4 --length-fit-tail-frac 0.75 --pair-fit-model hk+inv_sqrt+inv --pair-fit-min-M 4 --pair-fit-tail-frac 0.75 --normalizers raw,Mmax,sqrtM,Lcert,Lcert2,Lcert3,NsoftV,NsoftV_Lcert,leading_full_cert,leading_half_cert,M_Lcert,sqrtM_Lcert,M_Lcert2 --preferred-normalizer M_Lcert2 --subleading-threshold 0.05 --alpha-cv-threshold 0.01 --min-grid-runs 3 --subrun-timeout 180 --grid-run-timeout 260 --grid-mode paired --boundary-subspace sphere --n-center-list 24,32,40 --n-theta-list 5,6,7 --n-sphere-list 96,144,196 --tube-fraction-list 0.32,0.26,0.20 --outer-factor-list 3.0,3.2,3.4 --pair-fit-min-M 10 --length-samples 24000"
