normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,842.9463025443321,842.9463025443321,3.072976242639178,FAIL_NOT_SUBLEADING
Mmax,M_max,53.0,842.9463025443321,15.904647217817587,0.057980683823380716,FAIL_NOT_SUBLEADING
sqrtM,sqrt(M_max),7.280109889280518,842.9463025443321,115.78757949595169,0.42210574968984094,FAIL_NOT_SUBLEADING
Lcert,certified length,16.371637,842.9463025443321,51.4882111388331,0.1877012202652171,FAIL_NOT_SUBLEADING
Lcert2,certified length squared,268.030498059769,842.9463025443321,3.1449641314935763,0.011465024558339346,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,842.9463025443321,0.19209833027042902,0.0007002979945340436,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,842.9463025443321,50.30965155411254,0.1834047596324943,FAIL_NOT_SUBLEADING
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,842.9463025443321,3.072976242639178,0.011202591386096227,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,842.9463025443321,3.072976242639178,0.011202591386096227,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,842.9463025443321,6.145952485278356,0.022405182772192455,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,867.696761,842.9463025443321,0.9714756818647754,0.003541532457834285,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,119.18731642741083,842.9463025443321,7.0724497187392865,0.02578274546948732,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,14205.616397167758,842.9463025443321,0.05933894587723728,0.00021632121808187442,PASS_SUBLEADING_CORRECTION
