knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.21411635069955678,0.21446681916931915,-0.00035046846976236057,-0.00017523423488118028
3_1,0_1,2,0.42776745141504635,0.4287563784829207,-0.0009889270678743456,-0.0004944635339371728
3_1,0_1,3,0.6366446625211496,0.6379274278970397,-0.0012827653758901159,-0.0006413826879450579
3_1,0_1,4,0.8263565754427369,0.8241998893594226,0.0021566860833143187,0.0010783430416571593
3_1,0_1,5,0.9069052855398374,0.9047701567120903,0.0021351288277471347,0.0010675644138735674
3_1,0_1,6,0.9861110367607214,0.9840715681818537,0.0020394685788677203,0.0010197342894338601
3_1,0_1,7,1.0615048617849798,1.0595478478548432,0.0019570139301365863,0.0009785069650682932
3_1,0_1,8,1.1353734874364707,1.13358588114692,0.0017876062895507694,0.0008938031447753847
3_1,0_1,9,1.2052840656172268,1.2035303260326338,0.001753739584593017,0.0008768697922965085
3_1,0_1,10,1.244599974239436,1.2428801370296276,0.0017198372098083947,0.0008599186049041974
3_1,0_1,11,1.2837993527967255,1.2821114679069847,0.0016878848897408094,0.0008439424448704047
3_1,0_1,12,1.3213610527228126,1.3197062235981543,0.001654829124658308,0.000827414562329154
3_1,0_1,13,1.3556885115103974,1.354066560501645,0.001621951008752287,0.0008109755043761435
3_1,0_1,14,1.3873754011327286,1.3857681408536708,0.0016072602790577761,0.0008036301395288881
3_1,0_1,15,1.415319515290693,1.4137398870545157,0.0015796282361772995,0.0007898141180886498
3_1,0_1,16,1.44156652563189,1.4400119155323399,0.0015546100995500467,0.0007773050497750233
3_1,0_1,17,1.4631249938718236,1.4615767375616493,0.0015482563101743008,0.0007741281550871504
3_1,0_1,18,1.483808631745213,1.482560468545762,0.00124816319945098,0.00062408159972549
3_1,0_1,19,1.496864283290443,1.5034701284767062,-0.006605845186263171,-0.0033029225931315853
3_1,0_1,20,1.5093378253482541,1.5240839876354726,-0.014746162287218478,-0.007373081143609239
3_1,0_1,21,1.5160350264501998,1.533624178040675,-0.01758915159047514,-0.00879457579523757
3_1,0_1,22,1.521724255265077,1.5431621771149022,-0.021437921849825292,-0.010718960924912646
3_1,0_1,23,1.5274053966657508,1.5498898717227327,-0.022484475056981923,-0.011242237528490961
3_1,0_1,24,1.5322601743446804,1.5549611295613588,-0.022700955216678365,-0.011350477608339182
3_1,0_1,25,1.536522341666716,1.55989778745094,-0.023375445784224125,-0.011687722892112062
3_1,0_1,26,1.5398299313888082,1.5648324391282187,-0.025002507739410484,-0.012501253869705242
3_1,0_1,27,1.5428620475888353,1.5687694450318106,-0.025907397442975322,-0.012953698721487661
3_1,0_1,28,1.5431603584862943,1.5727020488032242,-0.02954169031692988,-0.01477084515846494
3_1,0_1,29,1.543444370299354,1.5759806276238582,-0.03253625732450405,-0.016268128662252024
3_1,0_1,30,1.5436144257336402,1.5792585376142587,-0.035644111880618556,-0.017822055940309278
3_1,0_1,31,1.5436238961669568,1.5822039709301507,-0.03858007476319392,-0.01929003738159696
3_1,0_1,32,1.5435627369461695,1.5851308753796458,-0.04156813843347629,-0.020784069216738144
3_1,0_1,33,1.543449697221649,1.5874932728163649,-0.044043575594715945,-0.022021787797357972
3_1,0_1,34,1.543297481705972,1.5898407683040263,-0.0465432865980544,-0.0232716432990272
3_1,0_1,35,1.5431345772335994,1.5921872664136227,-0.04905268918002337,-0.024526344590011684
3_1,0_1,36,1.5429408030944096,1.5941048513400515,-0.05116404824564191,-0.025582024122820957
3_1,0_1,37,1.5427258922801952,1.5960223801892055,-0.053296487909010315,-0.026648243954505157
3_1,0_1,38,1.5424563173046408,1.5974652848784159,-0.05500896757377505,-0.027504483786887524
3_1,0_1,39,1.542154352496838,1.5989079936428046,-0.056753641145966593,-0.028376820572983297
3_1,0_1,40,1.5416622409745142,1.5998370607128747,-0.05817481973836047,-0.029087409869180236
3_1,0_1,41,1.5411453265432264,1.600764886112219,-0.059619559568992564,-0.029809779784496282
3_1,0_1,42,1.540513287999326,1.6016749631550906,-0.06116167515576465,-0.030580837577882325
3_1,0_1,43,1.5398209069550162,1.6025849591407122,-0.06276405218569603,-0.031382026092848014
3_1,0_1,44,1.5391004554409484,1.603337928547259,-0.06423747310631067,-0.032118736553155336
3_1,0_1,45,1.5383090231296144,1.6035855871078433,-0.0652765639782289,-0.03263828198911445
3_1,0_1,46,1.537425007707584,1.6038325109587965,-0.06640750325121259,-0.03320375162560629
3_1,0_1,47,1.5365062557168838,1.60383322043623,-0.06732696471934618,-0.03366348235967309
4_1,0_1,1,0.21416668235403796,0.21446681916931915,-0.0003001368152811823,-0.00015006840764059115
4_1,0_1,2,0.42770844841404365,0.4287563784829207,-0.0010479300688770454,-0.0005239650344385227
4_1,0_1,3,0.6366775397338571,0.6379274278970397,-0.0012498881631826109,-0.0006249440815913054
4_1,0_1,4,0.8327599670694498,0.8241998893594226,0.008560077710027203,0.0042800388550136015
4_1,0_1,5,0.9133092074527731,0.9047701567120903,0.008539050740682841,0.0042695253703414204
4_1,0_1,6,0.992517664029464,0.9840715681818537,0.008446095847610247,0.004223047923805123
4_1,0_1,7,1.0679048611445892,1.0595478478548432,0.008357013289745918,0.004178506644872959
4_1,0_1,8,1.1418014408217103,1.13358588114692,0.008215559674790374,0.004107779837395187
4_1,0_1,9,1.21175932032331,1.2035303260326338,0.00822899429067614,0.00411449714533807
4_1,0_1,10,1.251068508358056,1.2428801370296276,0.008188371328428312,0.004094185664214156
4_1,0_1,11,1.2902660162407888,1.2821114679069847,0.008154548333804135,0.004077274166902067
4_1,0_1,12,1.3278330893635766,1.3197062235981543,0.00812686576542232,0.00406343288271116
4_1,0_1,13,1.362155449484729,1.354066560501645,0.008088888983083908,0.004044444491541954
4_1,0_1,14,1.3938506945027076,1.3857681408536708,0.008082553649036761,0.0040412768245183806
4_1,0_1,15,1.4217924341064012,1.4137398870545157,0.008052547051885517,0.0040262735259427584
