normalizer,n_grid_families_selected,grid_labels,aggregate_mean,aggregate_std,aggregate_span,aggregate_cv_abs,aggregate_abs_correction_ratio_max,cross_grid_gate,stage,stage_dir
M_Lcert2,5,"C1_paired_fine,C2_paired_fine_alt_tail,C3_cartesian_fine_small,C4_tube_boundary_only,C5_sphere_boundary_only",137.15538441624923,0.0016790189206686145,0.008716795581506176,1.2241728079540825e-05,4.8598007631810106e-05,PASS_CROSS_GRID_CONSENSUS,StageC,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageC
M_Lcert2,3,"A1_paired_micro_low,A2_paired_micro_high,A3_cartesian_tiny",137.3910651707716,0.3883109923376618,1.294308030038792,0.0028263191049214646,0.00930461683469654,PASS_CROSS_GRID_CONSENSUS,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA
M_Lcert2,5,"B1_paired_coarse,B2_paired_medium,B3_cartesian_mesh_cross,B4_outer_radius_sweep,B5_tube_radius_sweep",137.174099896424,0.050734446530874396,0.23923208908760785,0.0003698544154412709,0.0016812531754981427,PASS_CROSS_GRID_CONSENSUS,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB
M_Lcert2,3,"D1_ultra_paired_48_64_80,D2_ultra_outer_anchored,D3_ultra_tube_anchored",137.15486676613224,0.0008084446198697144,0.0023440146950406415,5.894392513597223e-06,1.2807089106593843e-05,PASS_CROSS_GRID_CONSENSUS,StageD,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageD/outputs_routeB_BEM_v14_stageD
