normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-130.71260556431545,-130.71260556431545,0.4765152066035453,FAIL_NOT_SUBLEADING
Mmax,M_max,19.0,-130.71260556431545,-6.879610819174498,0.02507974771597607,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-130.71260556431545,-7.984088919410775,0.029106142935098386,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-130.71260556431545,-0.48767810570261083,0.001777839499806793,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-130.71260556431545,-0.029787986729892118,0.00010859265324578066,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,311.061103,-130.71260556431545,-0.4202152062847776,0.0015319022597420203,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,5092.579463135611,-130.71260556431545,-0.025667268721190042,9.357049998983121e-05,PASS_SUBLEADING_CORRECTION
