target,target_id,reference,reference_id,L_cert_target_database,L_cert_reference_database,L_v8_geom_raw_if_available,L_v8_used_if_available,delta_L_v8_geom_minus_cert,scale_geom_to_cert,NsoftV,leading_full_cert,leading_half_alpha_inv_cert,status
3_1,3:1:1,0_1,0:1:1,16.371637,6.283185307179586,16.372244699731297,16.372244699731297,0.0006076997312973731,0.9999628823205099,16.755160819145562,274.30941080767377,137.15470540383689,CERTIFIED_LENGTH_FROM_IDEAL_DATABASE_L_COLUMN_ALPHA_BLIND
