E_eff,gamma_Mphi_over_Mpressure,M_phi_total,M_pressure_total,M_phi_over_Eeff,target_Eeff_over_2,M_phi_over_target,a,R,R_accessible,accessible_area_fraction,M_accessible,Lambda_phi,Lambda_over_target,relative_error_Lambda,status
274.0748756568,1.05,140.37981436080003,133.695061296,0.5121951219512196,137.0374378284,1.0243902439024393,0.015270311698213197,1.0,0.9847296883017868,0.969692559022934,136.1252614226886,140.37981436080003,1.0243902439024393,0.024390243902439268,SENSITIVITY_OR_OPEN_SELF_DUALITY_GATE
