knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.2137726443712859,0.2138705851046844,-9.79407333984994e-05,-4.89703666992497e-05
3_1,0_1,2,0.4275350157609553,0.4277288553097767,-0.0001938395488214062,-9.69197744107031e-05
3_1,0_1,3,0.640904924565124,0.6410214048501682,-0.00011648028504418484,-5.824014252209242e-05
3_1,0_1,4,0.7593560561459692,0.7352117522981472,0.02414430384782207,0.012072151923911034
3_1,0_1,5,0.8438399152081479,0.819705498207864,0.02413441700028396,0.01206720850014198
3_1,0_1,6,0.9283169586371182,0.9041981646377486,0.02411879399936956,0.01205939699968478
3_1,0_1,7,1.0127655977799868,0.9886453754312875,0.02412022234869926,0.01206011117434963
3_1,0_1,8,1.0972093258391342,1.0730635683965188,0.02414575744261538,0.01207287872130769
3_1,0_1,9,1.1814425151425563,1.156929393074834,0.02451312206772238,0.01225656103386119
3_1,0_1,10,1.224543455358155,1.2000309312812136,0.024512524076941267,0.012256262038470633
3_1,0_1,11,1.2676102029839564,1.2430990659590375,0.024511137024918916,0.012255568512459458
3_1,0_1,12,1.3106488344691531,1.2861405418680443,0.024508292601108872,0.012254146300554436
3_1,0_1,13,1.3536871856411965,1.3291817291640957,0.024505456477100784,0.012252728238550392
3_1,0_1,14,1.396706890455535,1.3722011139206267,0.024505776534908374,0.012252888267454187
3_1,0_1,15,1.4397162015571525,1.4152101171390965,0.024506084418056018,0.012253042209028009
3_1,0_1,16,1.4825358036499368,1.4580302284629798,0.02450557518695695,0.012252787593478476
3_1,0_1,17,1.5080747198244244,1.483569024380603,0.024505695443821418,0.012252847721910709
3_1,0_1,18,1.5335634855770135,1.5090577930850995,0.024505692491914033,0.012252846245957016
3_1,0_1,19,1.558981930989148,1.5344765347179201,0.02450539627122783,0.012252698135613915
3_1,0_1,20,1.5843999144435146,1.5598948232578183,0.024505091185696326,0.012252545592848163
3_1,0_1,21,1.609814376297509,1.5853093128883888,0.024505063409120176,0.012252531704560088
3_1,0_1,22,1.635224816305497,1.6107197385496084,0.024505077755888616,0.012252538877944308
3_1,0_1,23,1.6606157653780163,1.6361107932534988,0.02450497212451741,0.012252486062258705
3_1,0_1,24,1.6859923858875805,1.6614875289553528,0.024504856932227703,0.012252428466113852
3_1,0_1,25,1.7111665535272318,1.6866616789103088,0.024504874616922967,0.012252437308461483
3_1,0_1,26,1.727683778524217,1.7031789112260123,0.02450486729820467,0.012252433649102334
3_1,0_1,27,1.7441484547253354,1.7196436084408133,0.024504846284522097,0.012252423142261049
3_1,0_1,28,1.7605234235653529,1.7360185865379276,0.02450483702742523,0.012252418513712615
3_1,0_1,29,1.7768837966955406,1.7523789728866837,0.02450482380885699,0.012252411904428495
3_1,0_1,30,1.793231571220092,1.7687267783172926,0.024504792902799277,0.012252396451399639
3_1,0_1,31,1.8095791306212081,1.7850743690478725,0.024504761573335587,0.012252380786667794
3_1,0_1,32,1.8259238478778186,1.8014190866525748,0.02450476122524381,0.012252380612621905
3_1,0_1,33,1.8422621133725317,1.8177573503311728,0.024504763041358846,0.012252381520679423
3_1,0_1,34,1.8585649395837267,1.8340601847983302,0.024504754785396488,0.012252377392698244
3_1,0_1,35,1.8748541152452116,1.850349366338762,0.024504748906449603,0.012252374453224801
3_1,0_1,36,1.890936045504126,1.866431313565591,0.024504731938534974,0.012252365969267487
3_1,0_1,37,1.9021924382480642,1.8779415494933762,0.02425088875468795,0.012125444377343975
3_1,0_1,38,1.9134151144123586,1.8894517750450708,0.023963339367287784,0.011981669683643892
3_1,0_1,39,1.9245788075047856,1.9007082007924088,0.02387060671237684,0.01193530335618842
3_1,0_1,40,1.9357234400462875,1.9119308772155403,0.023792562830747155,0.011896281415373577
3_1,0_1,41,1.9468142065885914,1.9230945695801074,0.023719637008484007,0.011859818504242003
3_1,0_1,42,1.9578856706464058,1.9342392022300197,0.02364646841638618,0.01182323420819309
3_1,0_1,43,1.9689561906606736,1.9453299692009247,0.02362622145974891,0.011813110729874454
3_1,0_1,44,1.9800174477127068,1.9564014332372996,0.023616014475407177,0.011808007237703588
3_1,0_1,45,1.991078703088531,1.967471953327125,0.023606749761406087,0.011803374880703044
3_1,0_1,46,2.002120720892655,1.978533213514289,0.023587507378366013,0.011793753689183006
3_1,0_1,47,2.01310833553559,1.9895944720286032,0.0235138635069867,0.01175693175349335
3_1,0_1,48,2.0240838565892934,2.0006364908083003,0.023447365780993046,0.011723682890496523
3_1,0_1,49,2.0348672242398775,2.011624104465848,0.023243119774029708,0.011621559887014854
3_1,0_1,50,2.0451107287395676,2.022599626019553,0.022511102720014442,0.011255551360007221
3_1,0_1,51,2.055350952151689,2.0333830032398494,0.021967948911839397,0.010983974455919698
3_1,0_1,52,2.0633206614086568,2.0413527127362325,0.021967948672424242,0.010983974336212121
3_1,0_1,53,2.071258133324677,2.049290184492537,0.02196794883214004,0.01098397441607002
3_1,0_1,54,2.0791867489804656,2.0572188003031227,0.021967948677342974,0.010983974338671487
3_1,0_1,55,2.087102515115875,2.065134565540535,0.021967949575340207,0.010983974787670103
3_1,0_1,56,2.0949444574377125,2.072976508053184,0.021967949384528396,0.010983974692264198
3_1,0_1,57,2.102749777261991,2.0807818279749206,0.021967949287070354,0.010983974643535177
3_1,0_1,58,2.11055235601496,2.0885844068257176,0.021967949189242386,0.010983974594621193
3_1,0_1,59,2.1183298322830626,2.0963618830988775,0.021967949184185098,0.010983974592092549
3_1,0_1,60,2.1261058890705633,2.104137939920114,0.021967949150449417,0.010983974575224709
3_1,0_1,61,2.1338430158129436,2.1118750669916477,0.021967948821295824,0.010983974410647912
3_1,0_1,62,2.1415801318086416,2.119612183317747,0.021967948490894784,0.010983974245447392
3_1,0_1,63,2.149289968439716,2.1273220199725125,0.021967948467203513,0.010983974233601757
3_1,0_1,64,2.15692641180897,2.1349584655989364,0.021967946210033507,0.010983973105016753
3_1,0_1,65,2.1645615208184807,2.1425935746582456,0.02196794616023512,0.01098397308011756
3_1,0_1,66,2.1720129314806274,2.1500449844741705,0.021967947006456878,0.010983973503228439
