normalizer,n_runs,n_valid,pass_count,pass_fraction,alpha_inv_blind_v13_mean,alpha_inv_blind_v13_std,alpha_inv_blind_v13_span,alpha_inv_blind_v13_cv_abs,abs_correction_ratio_mean,abs_correction_ratio_max,DeltaF_phys_cert_mean,DeltaF_phys_cert_std,stability_gate
raw,4,4,0,0.0,283.5169746246957,128.09038572729173,300.01191080688244,0.4517908879948045,1.1366351122565048,2.048393020676815,292.7245384417176,256.18077145458346,FAIL_CERTIFIED_STABILITY_GATE
Mmax,4,4,4,1.0,138.76325870642987,1.8087694996949206,4.086691387013133,0.013034930979255734,0.012200826890975867,0.02885060592502556,3.2171066051859425,3.6175389993898515,FAIL_CERTIFIED_STABILITY_GATE
sqrtM,4,4,1,0.25,152.2468958168096,15.10589807105321,34.91471262863206,0.09921974428450295,0.11577017868396869,0.2430995265711546,30.18438082594544,30.21179614210641,FAIL_CERTIFIED_STABILITY_GATE
Lcert,4,4,1,0.25,146.09469529127813,7.82392046240041,18.325101564790515,0.0535537614613684,0.06942708980516149,0.1251183996247177,17.879979774882475,15.647840924800832,FAIL_CERTIFIED_STABILITY_GATE
Lcert2,4,4,4,1.0,137.70077113247729,0.47789481665153627,1.119320051183081,0.003470531157677902,0.004240693206498623,0.0076423878458041624,1.092131457280813,0.9557896333030614,PASS_CERTIFIED_STABLE_NORMALIZER
Lcert3,4,4,4,1.0,137.1880597793731,0.029190411236914522,0.06836946428649071,0.00021277661688530886,0.0002590268283189166,0.0004668065780962626,0.06670875107240729,0.058380822473834554,PASS_CERTIFIED_STABLE_NORMALIZER
NsoftV,4,4,1,0.25,145.8900598895793,7.644831769142274,17.905641971760076,0.05240132038418837,0.06783791122778779,0.12225445298837027,17.47070897148484,15.28966353828453,FAIL_CERTIFIED_STABILITY_GATE
NsoftV_Lcert,4,4,4,1.0,137.68827174700357,0.4669558559808228,1.0936989362615464,0.003391398919138404,0.004143624197616145,0.007467454414507865,1.0671326863333728,0.9339117119616405,PASS_CERTIFIED_STABLE_NORMALIZER
leading_full_cert,4,4,4,1.0,137.68827174700357,0.4669558559808228,1.0936989362615464,0.003391398919138404,0.004143624197616145,0.007467454414507865,1.0671326863333728,0.9339117119616405,PASS_CERTIFIED_STABLE_NORMALIZER
leading_half_cert,4,4,4,1.0,138.22183809017025,0.9339117119616456,2.1873978725230927,0.006756614764104062,0.00828724839523229,0.01493490882901573,2.1342653726667455,1.867823423923281,PASS_CERTIFIED_STABLE_NORMALIZER
M_Lcert,4,4,4,1.0,137.25295784509203,0.11048189620225661,0.2496202051763987,0.0008049509310170928,0.0007452417184045718,0.0017622309806298272,0.19650488251027937,0.22096379240450126,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM_Lcert,4,4,4,1.0,138.0765552110964,0.9226870881056811,2.1326341787710135,0.006682431254857451,0.0070713868554481574,0.01484882217771837,1.843699614519027,1.8453741762113598,PASS_CERTIFIED_STABLE_NORMALIZER
M_Lcert2,4,4,4,1.0,137.16070678544918,0.006748371968065658,0.015247113356849695,4.920047531266853e-05,4.5520293322199345e-05,0.00010763926543386145,0.012002763224610913,0.013496743936144029,PASS_CERTIFIED_STABLE_NORMALIZER
