a0,c2_over_v2,c_over_v,residual_c2_minus_1,distance_to_phi,distance_to_a0_star,grad_energy,curvature_energy,shape_energy
0.246,0.7744669714285713,0.8800380511253881,-0.22553302857142865,-1.372033988749895,-1.4093542175871456,0.866586,34.475096,0.005241933333333334
0.252,0.7752667428571428,0.8804923298116474,-0.2247332571428572,-1.366033988749895,-1.4033542175871456,0.863584,34.325024,0.005191733333333334
0.258,0.7760678857142858,0.880947152622838,-0.22393211428571425,-1.360033988749895,-1.3973542175871456,0.860594,34.175384,0.005142733333333333
0.264,0.7768704000000001,0.8814025187166191,-0.22312959999999993,-1.354033988749895,-1.3913542175871456,0.857616,34.026176,0.0050949333333333326
0.27,0.7776742857142858,0.8818584272513847,-0.22232571428571424,-1.3480339887498949,-1.3853542175871456,0.85465,33.8774,0.0050483333333333335
0.276,0.7784795428571428,0.8823148773862667,-0.22152045714285717,-1.3420339887498949,-1.3793542175871456,0.851696,33.729056,0.005002933333333333
0.282,0.7792861714285714,0.8827718682811383,-0.22071382857142863,-1.3360339887498949,-1.3733542175871456,0.848754,33.581144,0.004958733333333334
0.288,0.7800941714285714,0.8832293990966171,-0.2199058285714286,-1.3300339887498949,-1.3673542175871456,0.845824,33.433664,0.004915733333333333
0.294,0.7809035428571429,0.8836874689940686,-0.21909645714285708,-1.3240339887498949,-1.3613542175871456,0.842906,33.286616,0.004873933333333334
0.3,0.7817142857142857,0.8841460771356087,-0.2182857142857143,-1.3180339887498949,-1.3553542175871456,0.84,33.14,0.004833333333333334
0.306,0.7825264000000001,0.8846052226841079,-0.21747359999999993,-1.3120339887498949,-1.3493542175871456,0.837106,32.993816,0.004793933333333333
0.312,0.7833398857142857,0.8850649048031933,-0.2166601142857143,-1.3060339887498948,-1.3433542175871456,0.834224,32.848064,0.004755733333333333
0.318,0.7841547428571428,0.8855251226572529,-0.21584525714285718,-1.3000339887498948,-1.3373542175871456,0.831354,32.702743999999996,0.004718733333333333
0.324,0.7849709714285714,0.8859858754114376,-0.21502902857142858,-1.2940339887498948,-1.3313542175871456,0.828496,32.557856,0.004682933333333333
0.33,0.7857885714285715,0.8864471622316649,-0.2142114285714285,-1.2880339887498948,-1.3253542175871456,0.82565,32.413399999999996,0.004648333333333333
0.336,0.786607542857143,0.8869089822846214,-0.21339245714285704,-1.2820339887498948,-1.3193542175871456,0.822816,32.269376,0.004614933333333333
0.342,0.7874278857142858,0.8873713347377669,-0.2125721142857142,-1.2760339887498948,-1.3133542175871455,0.819994,32.125783999999996,0.0045827333333333335
0.348,0.7882496000000001,0.8878342187593358,-0.2117503999999999,-1.270033988749895,-1.3073542175871458,0.817184,31.982624,0.004551733333333334
0.354,0.7890726857142857,0.8882976335183415,-0.21092731428571432,-1.2640339887498948,-1.3013542175871455,0.8143859999999999,31.839896000000003,0.004521933333333334
0.36,0.7898971428571429,0.8887615781845786,-0.21010285714285715,-1.258033988749895,-1.2953542175871458,0.8116,31.6976,0.0044933333333333336
0.366,0.7907229714285715,0.889226051928626,-0.2092770285714285,-1.2520339887498948,-1.2893542175871455,0.8088259999999999,31.555736000000003,0.004465933333333333
0.372,0.7915501714285714,0.8896910539218496,-0.20844982857142857,-1.246033988749895,-1.2833542175871457,0.806064,31.414304,0.0044397333333333336
0.378,0.7923787428571429,0.8901565833364055,-0.20762125714285706,-1.2400339887498948,-1.2773542175871455,0.803314,31.273304,0.004414733333333334
0.384,0.7932086857142857,0.8906226393452424,-0.2067913142857143,-1.234033988749895,-1.2713542175871457,0.800576,31.132736,0.004390933333333334
0.39,0.79404,0.8910892211221051,-0.20596000000000003,-1.2280339887498948,-1.2653542175871455,0.7978500000000001,30.9926,0.0043683333333333334
0.396,0.7948726857142857,0.8915563278415367,-0.2051273142857143,-1.222033988749895,-1.2593542175871457,0.795136,30.852896,0.004346933333333333
0.402,0.7957067428571428,0.8920239586788815,-0.20429325714285718,-1.2160339887498948,-1.2533542175871455,0.7924340000000001,30.713624,0.004326733333333333
0.408,0.7965421714285714,0.8924921128102877,-0.20345782857142858,-1.210033988749895,-1.2473542175871457,0.7897440000000001,30.574784,0.004307733333333333
0.414,0.7973789714285714,0.8929607894127106,-0.2026210285714286,-1.204033988749895,-1.2413542175871457,0.7870659999999999,30.436376000000003,0.004289933333333333
0.42,0.7982171428571428,0.8934299876639148,-0.20178285714285715,-1.198033988749895,-1.2353542175871457,0.7844000000000001,30.2984,0.004273333333333333
0.426,0.7990566857142858,0.8938997067424767,-0.20094331428571421,-1.192033988749895,-1.2293542175871457,0.781746,30.160856000000003,0.004257933333333334
0.432,0.7998976,0.8943699458277877,-0.2001024,-1.186033988749895,-1.2233542175871457,0.7791039999999999,30.023744,0.004243733333333333
0.438,0.8007398857142857,0.8948407041000569,-0.19926011428571433,-1.180033988749895,-1.2173542175871457,0.776474,29.887064000000002,0.004230733333333333
0.444,0.801583542857143,0.8953119807403132,-0.19841645714285705,-1.174033988749895,-1.2113542175871457,0.773856,29.750816,0.004218933333333333
0.45,0.8024285714285714,0.8957837749304077,-0.19757142857142862,-1.168033988749895,-1.2053542175871457,0.7712499999999999,29.615000000000002,0.004208333333333333
0.456,0.8032749714285715,0.8962560858530175,-0.19672502857142848,-1.162033988749895,-1.1993542175871457,0.768656,29.479616,0.004198933333333333
0.462,0.8041227428571429,0.8967289126916467,-0.1958772571428571,-1.156033988749895,-1.1933542175871457,0.766074,29.344664,0.0041907333333333335
0.468,0.8049718857142857,0.89720225463063,-0.19502811428571432,-1.150033988749895,-1.1873542175871457,0.7635040000000001,29.210144,0.004183733333333333
0.474,0.8058223999999999,0.8976761108551347,-0.19417760000000006,-1.144033988749895,-1.1813542175871456,0.760946,29.076056,0.004177933333333333
0.48,0.8066742857142857,0.8981504805511633,-0.19332571428571432,-1.138033988749895,-1.1753542175871456,0.7584,28.9424,0.004173333333333334
0.486,0.8075275428571428,0.8986253629055563,-0.1924724571428572,-1.132033988749895,-1.1693542175871456,0.755866,28.809176,0.004169933333333333
0.492,0.8083821714285714,0.8991007571059939,-0.19161782857142862,-1.126033988749895,-1.1633542175871456,0.7533439999999999,28.676384,0.004167733333333334
0.498,0.8092381714285715,0.8995766623409989,-0.19076182857142854,-1.120033988749895,-1.1573542175871456,0.7508339999999999,28.544024,0.004166733333333334
0.504,0.8100955428571429,0.9000530777999389,-0.18990445714285709,-1.114033988749895,-1.1513542175871456,0.748336,28.412096,0.004166933333333333
0.51,0.8109542857142857,0.9005300026730291,-0.18904571428571426,-1.108033988749895,-1.1453542175871456,0.7458499999999999,28.2806,0.004168333333333333
0.516,0.8118143999999999,0.9010074361513338,-0.18818560000000006,-1.1020339887498949,-1.1393542175871456,0.743376,28.149535999999998,0.004170933333333333
0.522,0.8126758857142857,0.9014853774267698,-0.18732411428571427,-1.0960339887498949,-1.1333542175871456,0.7409140000000001,28.018904,0.004174733333333333
0.528,0.8135387428571429,0.9019638256921078,-0.1864612571428571,-1.0900339887498949,-1.1273542175871456,0.738464,27.888703999999997,0.004179733333333334
0.534,0.8144029714285713,0.9024427801409746,-0.18559702857142868,-1.0840339887498949,-1.1213542175871456,0.736026,27.758936,0.004185933333333333
0.54,0.8152685714285715,0.9029222399678565,-0.18473142857142855,-1.0780339887498949,-1.1153542175871456,0.7336,27.6296,0.004193333333333333
0.546,0.8161355428571428,0.9034022043681003,-0.18386445714285715,-1.0720339887498949,-1.1093542175871456,0.731186,27.500695999999998,0.004201933333333334
0.552,0.8170038857142857,0.9038826725379161,-0.18299611428571427,-1.0660339887498949,-1.1033542175871456,0.728784,27.372224,0.004211733333333333
0.558,0.8178736,0.9043636436743795,-0.18212640000000002,-1.0600339887498949,-1.0973542175871456,0.726394,27.244183999999997,0.004222733333333334
0.564,0.8187446857142857,0.9048451169754334,-0.1812553142857143,-1.0540339887498948,-1.0913542175871456,0.7240160000000001,27.116576000000002,0.004234933333333333
0.57,0.8196171428571428,0.9053270916398906,-0.18038285714285718,-1.048033988749895,-1.0853542175871458,0.72165,26.9894,0.004248333333333334
0.576,0.8204909714285714,0.9058095668674356,-0.17950902857142859,-1.0420339887498948,-1.0793542175871456,0.7192959999999999,26.862656,0.004262933333333333
0.582,0.8213661714285715,0.9062925418586272,-0.1786338285714285,-1.036033988749895,-1.0733542175871458,0.716954,26.736344000000003,0.004278733333333334
0.588,0.8222427428571428,0.9067760158148995,-0.17775725714285717,-1.0300339887498948,-1.0673542175871455,0.714624,26.610464,0.004295733333333333
0.594,0.8231206857142858,0.9072599879385653,-0.17687931428571424,-1.024033988749895,-1.0613542175871458,0.712306,26.485016,0.004313933333333334
0.6,0.824,0.9077444574328174,-0.17600000000000005,-1.0180339887498948,-1.0553542175871455,0.71,26.36,0.004333333333333333
0.606,0.8248806857142856,0.9082294235017304,-0.17511931428571437,-1.012033988749895,-1.0493542175871458,0.707706,26.235416,0.004353933333333334
0.612,0.8257627428571429,0.9087148853502637,-0.1742372571428571,-1.0060339887498948,-1.0433542175871455,0.7054239999999999,26.111264,0.004375733333333334
0.618,0.8266461714285714,0.9092008421842621,-0.17335382857142856,-1.000033988749895,-1.0373542175871457,0.7031540000000001,25.987544,0.004398733333333333
0.624,0.8275309714285715,0.9096872932104589,-0.17246902857142854,-0.9940339887498949,-1.0313542175871455,0.7008959999999999,25.864255999999997,0.004422933333333334
0.63,0.8284171428571429,0.9101742376364774,-0.17158285714285715,-0.9880339887498949,-1.0253542175871457,0.6986500000000001,25.7414,0.004448333333333334
0.636,0.8293046857142857,0.9106616746708328,-0.17069531428571427,-0.9820339887498949,-1.0193542175871455,0.696416,25.618976,0.0044749333333333335
0.642,0.8301936,0.9111496035229341,-0.16980640000000002,-0.9760339887498949,-1.0133542175871457,0.694194,25.496984,0.004502733333333333
0.648,0.8310838857142857,0.9116380234030861,-0.1689161142857143,-0.9700339887498949,-1.0073542175871455,0.691984,25.375424,0.004531733333333333
0.654,0.8319755428571429,0.9121269335224911,-0.16802445714285708,-0.9640339887498949,-1.0013542175871457,0.6897859999999999,25.254296,0.004561933333333334
0.66,0.8328685714285714,0.9126163330932509,-0.1671314285714286,-0.9580339887498949,-0.9953542175871456,0.6876000000000001,25.1336,0.004593333333333334
0.666,0.8337629714285715,0.9131062213283685,-0.16623702857142852,-0.9520339887498949,-0.9893542175871456,0.685426,25.013336000000002,0.004625933333333334
0.672,0.8346587428571428,0.9135965974417499,-0.1653412571428572,-0.9460339887498949,-0.9833542175871456,0.683264,24.893503999999997,0.004659733333333333
0.678,0.8355558857142857,0.9140874606482061,-0.16444411428571426,-0.9400339887498949,-0.9773542175871456,0.681114,24.774103999999998,0.004694733333333334
0.684,0.8364544,0.9145788101634544,-0.16354559999999996,-0.9340339887498949,-0.9713542175871456,0.678976,24.655136,0.004730933333333334
0.69,0.8373542857142857,0.9150706452041207,-0.16264571428571428,-0.928033988749895,-0.9653542175871457,0.67685,24.5366,0.004768333333333333
0.696,0.8382555428571428,0.9155629649877406,-0.16174445714285723,-0.922033988749895,-0.9593542175871457,0.6747359999999999,24.418496,0.004806933333333333
0.702,0.8391581714285715,0.916055768732762,-0.16084182857142848,-0.916033988749895,-0.9533542175871457,0.6726340000000001,24.300824000000002,0.004846733333333334
0.708,0.8400621714285713,0.9165490556585454,-0.1599378285714287,-0.9100339887498949,-0.9473542175871457,0.670544,24.183584,0.004887733333333333
0.714,0.8409675428571428,0.9170428249853672,-0.1590324571428572,-0.9040339887498949,-0.9413542175871457,0.668466,24.066776000000004,0.004929933333333332
0.72,0.8418742857142857,0.91753707593442,-0.1581257142857143,-0.8980339887498949,-0.9353542175871457,0.6664,23.950400000000002,0.004973333333333333
0.726,0.8427824,0.9180318077278151,-0.15721759999999996,-0.8920339887498949,-0.9293542175871456,0.664346,23.834456,0.005017933333333334
0.732,0.8436918857142858,0.9185270195885833,-0.15630811428571423,-0.8860339887498949,-0.9233542175871456,0.662304,23.718944,0.005063733333333333
0.738,0.8446027428571429,0.9190227107406774,-0.15539725714285713,-0.8800339887498949,-0.9173542175871456,0.6602739999999999,23.603863999999998,0.005110733333333334
0.744,0.8455149714285715,0.9195188804089731,-0.15448502857142854,-0.8740339887498949,-0.9113542175871456,0.6582560000000001,23.489216,0.005158933333333334
0.75,0.8464285714285714,0.9200155278192708,-0.15357142857142858,-0.8680339887498949,-0.9053542175871456,0.65625,23.375,0.005208333333333333
0.756,0.8473435428571428,0.9205126521982969,-0.15265645714285725,-0.8620339887498949,-0.8993542175871456,0.6542560000000001,23.261216,0.005258933333333334
0.762,0.8482598857142858,0.921010252773706,-0.1517401142857142,-0.8560339887498949,-0.8933542175871456,0.652274,23.147864000000002,0.005310733333333334
0.768,0.8491776,0.9215083287740811,-0.15082240000000002,-0.8500339887498949,-0.8873542175871456,0.650304,23.034944,0.005363733333333333
0.774,0.8500966857142858,0.9220068794289367,-0.14990331428571424,-0.8440339887498949,-0.8813542175871456,0.648346,22.922456,0.005417933333333334
0.78,0.8510171428571428,0.9225059039687187,-0.1489828571428572,-0.8380339887498949,-0.8753542175871456,0.6464,22.8104,0.0054733333333333335
0.786,0.8519389714285714,0.923005401624807,-0.14806102857142855,-0.8320339887498949,-0.8693542175871456,0.644466,22.698776,0.005529933333333333
0.792,0.8528621714285715,0.9235053716295165,-0.14713782857142854,-0.8260339887498949,-0.8633542175871456,0.642544,22.587584,0.005587733333333333
0.798,0.853786742857143,0.9240058132160982,-0.14621325714285704,-0.8200339887498949,-0.8573542175871456,0.640634,22.476824,0.005646733333333333
0.804,0.8547126857142857,0.9245067256187408,-0.1452873142857143,-0.8140339887498949,-0.8513542175871456,0.6387360000000001,22.366495999999998,0.005706933333333334
0.81,0.8556400000000001,0.9250081080725726,-0.14435999999999993,-0.8080339887498948,-0.8453542175871456,0.63685,22.2566,0.0057683333333333345
0.816,0.8565686857142857,0.9255099598136617,-0.14343131428571432,-0.802033988749895,-0.8393542175871457,0.634976,22.147136,0.005830933333333332
0.822,0.8574987428571429,0.9260122800790187,-0.1425012571428571,-0.796033988749895,-0.8333542175871457,0.6331140000000001,22.038104,0.005894733333333333
0.828,0.8584301714285714,0.9265150681065966,-0.14156982857142864,-0.7900339887498949,-0.8273542175871457,0.631264,21.929504,0.005959733333333333
0.834,0.8593629714285714,0.9270183231352935,-0.14063702857142857,-0.7840339887498949,-0.8213542175871457,0.6294259999999999,21.821336,0.006025933333333333
0.84,0.8602971428571428,0.9275220444049526,-0.13970285714285724,-0.7780339887498949,-0.8153542175871457,0.6276,21.7136,0.006093333333333332
0.846,0.8612326857142857,0.9280262311563643,-0.13876731428571432,-0.7720339887498949,-0.8093542175871457,0.6257860000000001,21.606296,0.006161933333333332
0.852,0.8621696,0.9285308826312672,-0.13783040000000002,-0.7660339887498949,-0.8033542175871456,0.623984,21.499424,0.006231733333333334
0.858,0.8631078857142858,0.929035998072349,-0.13689211428571424,-0.7600339887498949,-0.7973542175871456,0.622194,21.392984,0.006302733333333333
0.864,0.8640475428571429,0.9295415767232486,-0.13595245714285709,-0.7540339887498949,-0.7913542175871456,0.620416,21.286976,0.0063749333333333325
0.87,0.8649885714285714,0.9300476178285558,-0.13501142857142856,-0.7480339887498949,-0.7853542175871456,0.61865,21.1814,0.006448333333333334
0.876,0.8659309714285714,0.9305541206338143,-0.13406902857142855,-0.7420339887498949,-0.7793542175871456,0.616896,21.076256,0.006522933333333332
0.882,0.8668747428571429,0.9310610843855214,-0.13312525714285706,-0.7360339887498949,-0.7733542175871456,0.615154,20.971543999999998,0.006598733333333334
0.888,0.8678198857142857,0.9315685083311295,-0.1321801142857143,-0.7300339887498949,-0.7673542175871456,0.613424,20.867264,0.006675733333333334
0.894,0.8687664,0.9320763917190479,-0.13123359999999995,-0.7240339887498949,-0.7613542175871456,0.611706,20.763416,0.006753933333333334
0.9,0.8697142857142857,0.9325847337986429,-0.13028571428571434,-0.7180339887498949,-0.7553542175871456,0.61,20.66,0.006833333333333334
0.906,0.8706635428571429,0.9330935338202397,-0.12933645714285713,-0.7120339887498949,-0.7493542175871456,0.6083059999999999,20.557015999999997,0.006913933333333333
0.912,0.8716141714285713,0.9336027910351229,-0.12838582857142866,-0.7060339887498949,-0.7433542175871456,0.6066239999999999,20.454463999999998,0.006995733333333334
0.918,0.8725661714285715,0.934112504695538,-0.1274338285714285,-0.7000339887498949,-0.7373542175871456,0.604954,20.352344,0.007078733333333333
0.924,0.8735195428571428,0.9346226740546919,-0.12648045714285716,-0.6940339887498949,-0.7313542175871456,0.6032959999999999,20.250656,0.007162933333333334
0.93,0.8744742857142858,0.9351332983667546,-0.12552571428571424,-0.6880339887498949,-0.7253542175871456,0.6016499999999999,20.149399999999996,0.007248333333333334
0.936,0.8754304,0.9356443768868598,-0.12456959999999995,-0.6820339887498948,-0.7193542175871456,0.600016,20.048575999999997,0.007334933333333334
0.942,0.8763878857142856,0.9361559088711056,-0.12361211428571439,-0.676033988749895,-0.7133542175871457,0.598394,19.948184,0.007422733333333333
0.948,0.8773467428571429,0.9366678935765562,-0.12265325714285713,-0.670033988749895,-0.7073542175871457,0.5967840000000001,19.848224000000002,0.007511733333333334
0.954,0.8783069714285714,0.9371803302612424,-0.12169302857142861,-0.6640339887498949,-0.7013542175871457,0.595186,19.748696,0.007601933333333333
0.96,0.8792685714285714,0.9376932181841625,-0.1207314285714286,-0.6580339887498949,-0.6953542175871457,0.5936,19.6496,0.007693333333333333
0.966,0.8802315428571429,0.9382065566052834,-0.11976845714285711,-0.6520339887498949,-0.6893542175871457,0.592026,19.550936,0.007785933333333333
0.972,0.8811958857142856,0.9387203447855413,-0.11880411428571436,-0.6460339887498949,-0.6833542175871457,0.590464,19.452703999999997,0.007879733333333333
0.978,0.8821616000000001,0.9392345819868432,-0.1178383999999999,-0.6400339887498949,-0.6773542175871456,0.588914,19.354903999999998,0.007974733333333334
0.984,0.8831286857142857,0.9397492674720666,-0.11687131428571429,-0.6340339887498949,-0.6713542175871456,0.587376,19.257536,0.008070933333333334
0.99,0.8840971428571429,0.9402644005050617,-0.11590285714285709,-0.6280339887498949,-0.6653542175871456,0.5858500000000001,19.160600000000002,0.008168333333333333
0.996,0.8850669714285714,0.940779980350651,-0.11493302857142862,-0.6220339887498949,-0.6593542175871456,0.5843360000000001,19.064096000000003,0.008266933333333334
1.002,0.8860381714285714,0.9412960062746317,-0.11396182857142856,-0.6160339887498949,-0.6533542175871456,0.582834,18.968024,0.008366733333333331
1.008,0.8870107428571429,0.9418124775437746,-0.11298925714285712,-0.6100339887498949,-0.6473542175871456,0.581344,18.872384,0.008467733333333335
1.014,0.8879846857142858,0.9423293934258263,-0.11201531428571421,-0.6040339887498949,-0.6413542175871456,0.579866,18.777176,0.008569933333333335
1.02,0.88896,0.9428467531895096,-0.11104000000000003,-0.5980339887498949,-0.6353542175871456,0.5783999999999999,18.682399999999998,0.008673333333333333
1.026,0.8899366857142857,0.9433645561045241,-0.11006331428571425,-0.5920339887498949,-0.6293542175871456,0.576946,18.588055999999998,0.008777933333333331
1.032,0.8909147428571429,0.943882801441547,-0.1090852571428571,-0.5860339887498949,-0.6233542175871456,0.575504,18.494144,0.008883733333333333
1.038,0.8918941714285714,0.9444014884722342,-0.10810582857142859,-0.5800339887498949,-0.6173542175871456,0.574074,18.400664,0.008990733333333334
1.044,0.8928749714285715,0.9449206164692204,-0.10712502857142847,-0.5740339887498949,-0.6113542175871456,0.5726559999999999,18.307616000000003,0.009098933333333333
1.05,0.8938571428571429,0.9454401847061203,-0.1061428571428571,-0.5680339887498949,-0.6053542175871456,0.5712499999999999,18.215,0.009208333333333334
1.056,0.8948406857142857,0.9459601924575292,-0.10515931428571434,-0.5620339887498949,-0.5993542175871456,0.569856,18.122816,0.009318933333333335
1.062,0.8958256,0.9464806389990236,-0.1041744,-0.5560339887498948,-0.5933542175871456,0.568474,18.031064,0.009430733333333333
1.068,0.8968118857142857,0.9470015236071617,-0.10318811428571428,-0.5500339887498948,-0.5873542175871456,0.5671039999999999,17.939743999999997,0.009543733333333334
1.074,0.8977995428571428,0.9475228455594845,-0.10220045714285719,-0.5440339887498948,-0.5813542175871456,0.565746,17.848855999999998,0.009657933333333335
1.08,0.8987885714285714,0.9480446041345161,-0.10121142857142862,-0.5380339887498948,-0.5753542175871456,0.5644,17.758399999999998,0.009773333333333334
1.086,0.8997789714285714,0.9485667986117643,-0.10022102857142856,-0.5320339887498948,-0.5693542175871456,0.563066,17.668376,0.009889933333333333
1.092,0.9007707428571429,0.9490894282717214,-0.09922925714285713,-0.5260339887498948,-0.5633542175871455,0.561744,17.578784,0.010007733333333334
1.098,0.9017638857142858,0.9496124923958645,-0.09823611428571422,-0.5200339887498948,-0.5573542175871455,0.560434,17.489624,0.010126733333333334
1.104,0.9027584,0.9501359902666565,-0.09724160000000004,-0.5140339887498948,-0.5513542175871455,0.559136,17.400896,0.010246933333333335
1.11,0.9037542857142857,0.9506599211675465,-0.09624571428571427,-0.5080339887498948,-0.5453542175871455,0.5578500000000001,17.3126,0.010368333333333335
1.116,0.9047515428571429,0.9511842843829701,-0.09524845714285712,-0.5020339887498948,-0.5393542175871455,0.556576,17.224735999999996,0.010490933333333338
1.122,0.9057501714285715,0.9517090791983501,-0.0942498285714285,-0.4960339887498948,-0.5333542175871455,0.555314,17.137303999999997,0.010614733333333338
1.128,0.9067501714285714,0.9522343049000973,-0.0932498285714286,-0.490033988749895,-0.5273542175871457,0.554064,17.050304000000004,0.010739733333333331
1.134,0.9077515428571429,0.9527599607756105,-0.09224845714285712,-0.484033988749895,-0.5213542175871457,0.552826,16.963736000000004,0.010865933333333333
1.14,0.9087542857142856,0.9532860461132774,-0.09124571428571437,-0.478033988749895,-0.5153542175871457,0.5516,16.8776,0.010993333333333332
1.146,0.9097584,0.953812560202475,-0.09024160000000003,-0.472033988749895,-0.5093542175871457,0.550386,16.791896000000005,0.01112193333333333
